duration,age,housing,balance,job,y
292,36,no,2547,Employed,no
107,56,no,728,Unemployed,no
198,50,yes,6030,Employed,no
81,55,yes,-555,Employed,no
73,41,no,308,Employed,no
241,39,yes,10005,Employed,no
297,44,yes,-612,Employed,no
1739,47,no,1187,Employed,no
345,56,no,1362,Employed,no
166,52,no,-1,Employed,no
28,44,no,879,Employed,no
119,39,no,98,Employed,no
209,44,no,0,Employed,no
733,59,no,1040,Employed,no
44,52,no,554,Employed,no
18,38,yes,2398,Employed,no
444,44,no,1317,Unknown,no
744,49,yes,2564,Employed,no
196,49,no,413,Employed,no
190,42,yes,0,Employed,no
245,55,no,804,Employed,no
22,37,no,65,Employed,no
13,44,no,-251,Employed,no
22,32,yes,3,Employed,no
59,31,yes,237,Employed,no
27,58,no,0,Employed,no
25,27,yes,1110,Employed,no
108,41,yes,861,Employed,no
134,36,yes,107,Employed,no
58,29,yes,-983,Employed,no
32,43,no,186,Employed,no
88,53,yes,2215,Employed,no
91,57,yes,4929,Employed,no
90,40,yes,598,Employed,no
37,37,no,1286,Employed,no
20,25,yes,0,Employed,no
18,38,yes,0,Employed,no
88,44,no,598,Employed,no
66,40,no,0,Employed,no
33,34,yes,4,Employed,no
18,45,yes,5640,Employed,no
11,32,yes,745,Employed,no
64,50,no,235,Employed,no
70,39,no,0,Employed,no
37,37,yes,-57,Employed,no
51,42,yes,108,Employed,no
24,35,yes,-11,Employed,no
21,47,yes,1179,Employed,no
1212,49,no,755,Employed,yes
20,53,yes,-22,Unemployed,no
294,45,no,847,Employed,no
65,34,yes,0,Employed,no
162,40,no,0,Employed,no
70,32,yes,139,Employed,no
69,33,no,166,Employed,no
12,30,yes,-570,Employed,no
77,51,no,833,Employed,no
17,52,yes,0,Employed,no
632,27,yes,148,Employed,no
393,45,yes,7154,Employed,no
12,25,yes,0,Employed,no
14,26,no,1,Unemployed,no
22,28,no,39,Employed,no
454,32,yes,-105,Employed,no
10,53,yes,514,Employed,no
89,47,no,1493,Employed,no
11,46,yes,876,Employed,no
166,49,yes,11,Unemployed,no
37,38,yes,-361,Employed,no
48,40,no,1412,Employed,no
67,49,yes,2677,Employed,no
58,44,no,3258,Employed,no
40,56,no,1476,Employed,no
350,37,yes,208,Employed,no
195,46,no,4879,Employed,no
8,34,yes,714,Employed,no
74,41,no,1256,Employed,no
164,27,yes,5850,Employed,no
109,36,yes,76,Employed,no
55,36,no,2921,Employed,no
126,37,no,1049,Employed,no
17,42,yes,0,Employed,no
530,52,no,0,Employed,no
16,33,yes,0,Employed,no
14,35,yes,-172,Employed,no
27,53,yes,-187,Employed,no
153,39,yes,572,Employed,no
369,40,no,-125,Employed,no
88,32,yes,127,Employed,no
69,54,yes,198,Employed,no
43,36,no,62,Employed,no
8,41,yes,284,Employed,no
7,50,yes,813,Employed,no
106,30,no,12,Employed,no
255,49,no,403,Employed,no
84,42,yes,1812,Employed,no
251,51,no,1990,Employed,no
138,37,no,67,Employed,no
30,25,no,-7,Employed,no
70,31,yes,6145,Employed,no
68,42,yes,270,Employed,no
21,41,no,-499,Employed,no
9,47,yes,94,Employed,no
56,49,no,969,Employed,no
16,46,no,2297,Employed,no
237,33,yes,-923,Employed,no
58,33,no,608,Employed,no
36,34,no,1,Employed,no
115,45,yes,72,Employed,no
56,37,yes,-426,Employed,no
189,45,no,-405,Employed,no
114,58,no,1496,Employed,no
213,35,no,66,Employed,no
122,35,no,0,Employed,no
368,30,yes,3137,Employed,no
99,44,no,292,Employed,no
21,31,yes,4,Employed,no
1007,40,yes,57,Employed,yes
135,42,no,5331,Employed,no
58,42,no,0,Employed,no
35,33,yes,0,Employed,no
14,39,yes,2,Employed,no
48,35,yes,1078,Employed,no
68,28,yes,189,Employed,no
22,39,no,554,Employed,no
5,48,no,10655,Employed,no
35,37,yes,4153,Employed,no
21,44,no,0,Employed,no
5,35,yes,181,Employed,no
6,45,yes,1077,Employed,no
40,37,no,48,Unemployed,no
7,59,no,1471,Employed,no
46,29,yes,0,Employed,no
39,36,yes,856,Employed,no
350,41,no,1293,Employed,no
7,54,no,368,Employed,no
65,35,yes,280,Employed,no
37,46,yes,499,Employed,no
470,61,no,410,Unemployed,no
124,58,yes,8218,Employed,no
576,34,yes,699,Employed,no
10,37,yes,298,Employed,no
101,31,yes,-547,Employed,no
108,28,yes,-30,Employed,no
67,35,yes,2383,Employed,no
58,38,yes,902,Employed,no
113,54,no,812,Employed,no
40,30,no,702,Employed,no
16,59,yes,2194,Unemployed,no
71,50,no,2725,Employed,no
10,59,no,4196,Employed,no
94,42,no,-466,Employed,no
24,57,yes,0,Employed,no
18,44,yes,5181,Employed,no
77,32,yes,-109,Employed,no
747,43,yes,-97,Employed,no
299,35,no,0,Unemployed,no
25,57,yes,23,Employed,no
42,38,yes,1515,Employed,no
1039,48,yes,3644,Employed,yes
40,41,yes,0,Employed,no
10,53,yes,-294,Employed,no
9,43,yes,-39,Employed,no
70,37,yes,4439,Employed,no
92,35,no,2298,Employed,no
130,42,yes,372,Employed,no
644,43,no,642,Employed,no
18,49,yes,371,Employed,no
38,31,no,712,Employed,no
83,35,no,-12,Employed,no
8,60,no,935,Unemployed,no
28,54,no,235,Unemployed,no
14,42,yes,1064,Employed,no
8,51,yes,7,Employed,no
214,43,no,5048,Employed,no
258,56,no,-736,Employed,no
120,47,no,737,Employed,no
248,47,no,3285,Employed,no
536,37,no,5132,Employed,no
18,33,yes,2064,Employed,no
30,35,no,377,Employed,no
90,39,yes,315,Employed,no
11,54,yes,1197,Employed,no
78,43,no,1076,Employed,no
50,45,no,1811,Employed,no
61,33,yes,249,Employed,no
33,41,no,1402,Employed,no
9,31,no,1186,Employed,no
5,46,yes,4917,Employed,no
29,42,yes,649,Employed,no
5,44,yes,12,Employed,no
12,54,no,24,Employed,no
68,49,yes,4374,Employed,no
182,50,yes,9585,Employed,no
1142,40,no,341,Employed,yes
544,36,yes,1594,Employed,no
22,50,no,52,Employed,no
576,60,no,0,Unemployed,no
6,28,yes,44,Unemployed,no
420,35,no,2340,Unemployed,no
55,32,yes,-122,Employed,no
15,41,no,188,Employed,no
76,42,yes,247,Employed,no
1721,58,no,1183,Unemployed,yes
137,49,no,1060,Employed,no
34,26,no,36,Employed,no
39,56,no,2796,Employed,no
85,53,no,0,Unemployed,no
31,56,no,2163,Employed,no
12,50,no,4440,Employed,no
9,26,no,-14,Employed,no
57,35,no,-215,Employed,no
43,36,no,306,Employed,no
45,41,no,1281,Unemployed,no
22,33,yes,-75,Employed,no
84,48,no,4259,Employed,no
17,36,no,1550,Employed,no
77,58,no,-27,Employed,no
28,49,yes,199,Employed,no
34,37,yes,2066,Employed,no
48,38,yes,14190,Employed,no
29,56,no,-6,Employed,no
27,29,yes,53,Employed,no
652,46,no,259,Employed,no
110,36,yes,-742,Employed,no
19,44,no,4492,Employed,no
41,42,no,-7,Unemployed,no
6,44,no,611,Employed,no
9,49,no,8973,Employed,no
12,34,yes,188,Unemployed,no
14,26,yes,-32,Employed,no
143,28,yes,-42,Unemployed,no
11,54,no,991,Employed,no
35,48,no,0,Unemployed,no
1032,49,no,388,Employed,yes
153,47,yes,-1091,Employed,no
73,50,yes,1138,Employed,no
135,48,yes,1811,Unemployed,no
50,38,yes,47,Employed,no
45,57,no,411,Unemployed,no
7,28,yes,144,Employed,no
107,37,yes,102,Employed,no
127,26,no,2053,Employed,no
16,39,no,-328,Employed,no
29,50,yes,297,Unemployed,no
649,50,no,588,Unemployed,no
148,58,no,6878,Employed,no
78,51,no,1063,Employed,no
124,56,no,3480,Employed,no
491,47,no,0,Employed,no
156,32,no,1570,Employed,no
160,36,yes,3007,Employed,no
531,53,no,-63,Employed,no
75,45,no,1098,Employed,no
74,41,no,3348,Employed,no
272,41,no,1254,Employed,no
222,30,no,663,Employed,no
311,35,no,303,Employed,no
163,52,no,1415,Employed,no
89,36,no,0,Employed,no
53,40,no,1213,Employed,no
71,38,yes,0,Employed,no
96,37,no,0,Employed,no
227,49,no,324,Employed,no
81,45,no,2433,Employed,no
59,53,no,769,Employed,no
436,31,no,6699,Employed,no
157,50,no,1533,Unknown,no
498,45,no,1950,Employed,no
240,42,no,0,Employed,no
147,51,no,1700,Employed,no
846,38,no,1919,Employed,yes
164,52,no,1571,Unknown,no
117,57,no,6997,Employed,no
209,50,no,1591,Employed,no
160,60,no,5207,Unemployed,no
53,35,no,211,Employed,no
243,46,no,231,Employed,no
103,48,no,907,Employed,no
629,52,no,742,Employed,no
79,43,no,36,Employed,no
148,42,no,1619,Employed,no
70,48,no,2262,Employed,no
869,50,no,37,Employed,no
68,55,no,181,Employed,no
157,57,yes,0,Employed,no
94,36,yes,432,Employed,no
149,31,no,387,Employed,no
151,52,no,-397,Employed,no
302,42,no,255,Employed,no
408,45,no,0,Employed,no
270,56,no,136,Employed,no
139,31,no,2305,Employed,no
148,35,no,-281,Employed,no
73,46,yes,783,Employed,no
136,53,no,1313,Employed,no
130,49,no,3410,Employed,no
167,45,no,15515,Employed,no
252,40,no,9221,Employed,no
144,49,no,3348,Employed,no
174,46,no,1303,Employed,no
39,49,no,3554,Employed,no
142,57,no,3,Employed,no
340,37,no,355,Employed,no
86,49,no,5223,Employed,no
417,30,no,97,Employed,no
119,34,no,164,Unknown,no
870,51,no,1613,Employed,yes
200,55,no,236,Employed,no
121,51,no,1543,Employed,no
272,55,no,4493,Employed,no
145,52,no,193,Employed,no
200,30,no,1673,Employed,no
343,46,no,0,Unknown,no
96,45,no,1051,Employed,no
152,58,no,928,Unemployed,no
134,49,no,364,Employed,no
1165,36,no,0,Employed,yes
329,35,no,837,Employed,no
81,30,yes,835,Employed,no
198,48,no,1218,Unemployed,no
93,41,no,934,Employed,no
307,33,no,116,Employed,no
64,60,no,914,Employed,no
138,55,no,2437,Employed,no
79,38,yes,691,Employed,no
58,57,no,166,Employed,no
68,57,no,999,Employed,no
226,47,yes,0,Employed,no
413,45,no,2,Unemployed,no
679,50,no,1126,Employed,no
160,46,no,809,Employed,no
315,37,no,2410,Employed,no
20,46,no,-48,Unemployed,no
282,50,no,32,Unemployed,no
488,47,no,1057,Employed,no
824,51,no,1121,Employed,no
506,58,no,0,Unemployed,no
166,51,no,21244,Employed,no
134,53,no,0,Employed,no
432,46,no,487,Employed,no
295,39,yes,643,Employed,no
1110,55,no,0,Unemployed,yes
184,44,no,810,Unemployed,no
166,47,yes,1452,Employed,no
422,58,no,796,Employed,no
266,51,no,2430,Employed,no
46,52,no,5601,Employed,no
143,56,no,277,Unemployed,no
226,54,no,369,Employed,no
454,43,no,610,Employed,no
416,47,no,636,Employed,no
69,37,no,0,Employed,no
155,50,no,133,Employed,no
115,60,no,1670,Employed,no
68,53,no,1379,Employed,no
122,60,no,7337,Unknown,no
204,37,no,561,Employed,no
273,52,no,1054,Employed,no
653,47,no,123,Unemployed,no
226,54,no,537,Employed,no
255,47,no,1348,Employed,no
149,41,no,260,Employed,no
58,46,no,3009,Employed,no
86,50,no,0,Employed,no
91,49,no,949,Employed,no
108,47,no,194,Unknown,no
112,45,no,2834,Unknown,no
104,41,no,651,Employed,no
165,45,no,629,Employed,no
357,41,no,4477,Employed,no
282,46,no,2533,Employed,no
144,50,no,724,Employed,no
341,32,yes,12,Employed,no
115,46,no,-396,Employed,no
121,52,no,809,Employed,no
322,47,no,1449,Employed,no
154,45,yes,315,Employed,no
333,54,no,11391,Employed,no
1486,52,no,7192,Employed,yes
143,49,no,1122,Employed,no
135,40,yes,4,Employed,no
182,31,yes,859,Employed,no
173,47,no,600,Employed,no
136,46,no,2473,Employed,no
328,38,no,658,Employed,no
378,56,no,302,Employed,no
230,36,no,3794,Employed,no
958,53,no,2578,Employed,no
99,55,no,445,Employed,no
190,44,yes,945,Employed,no
170,59,yes,3713,Employed,no
151,54,no,770,Employed,no
190,43,yes,3529,Employed,no
110,58,no,1686,Employed,no
281,39,no,0,Employed,no
376,45,yes,266,Employed,no
67,60,yes,-284,Employed,no
389,54,no,763,Unemployed,no
91,42,no,4837,Employed,no
368,45,yes,0,Employed,no
299,47,no,318,Employed,no
144,31,no,83,Employed,no
146,35,yes,354,Employed,no
370,56,no,-166,Unemployed,no
230,36,no,594,Employed,no
686,54,no,3529,Employed,no
597,48,no,3069,Employed,no
441,53,no,6280,Employed,no
857,58,no,9683,Employed,no
753,54,no,191,Employed,no
410,33,no,-89,Employed,no
430,55,no,2730,Employed,no
251,44,no,2319,Unknown,no
357,49,no,5673,Employed,no
211,43,no,167,Employed,no
1488,43,no,0,Employed,yes
114,46,no,547,Employed,no
428,60,no,546,Employed,no
81,42,no,9720,Employed,no
133,37,no,676,Employed,no
142,40,yes,348,Employed,no
603,60,no,0,Employed,yes
250,46,no,1720,Employed,no
125,59,no,2552,Employed,no
201,49,no,633,Employed,no
377,32,no,440,Employed,no
641,57,no,466,Unemployed,yes
98,54,yes,448,Employed,no
837,41,no,515,Employed,yes
222,30,no,1908,Employed,no
117,48,no,1600,Employed,no
314,42,no,534,Employed,no
553,50,no,2313,Employed,yes
114,55,no,11655,Employed,no
122,60,yes,2879,Employed,no
306,57,no,2266,Employed,no
91,59,no,12438,Unemployed,no
36,50,yes,511,Employed,no
422,39,no,1069,Employed,no
537,41,no,1391,Employed,no
794,53,no,-8,Employed,yes
145,53,no,206,Employed,no
139,58,no,983,Unemployed,no
241,58,no,4725,Unemployed,no
836,59,yes,1634,Unemployed,yes
269,56,no,276,Employed,no
67,45,no,1395,Employed,no
148,50,no,805,Employed,no
448,43,no,1283,Employed,no
162,48,yes,202,Employed,no
335,56,yes,203,Employed,no
140,37,no,181,Employed,no
86,42,no,1533,Employed,no
224,59,no,460,Employed,no
171,49,yes,3635,Employed,no
67,48,no,0,Employed,no
356,55,no,76,Employed,no
130,40,no,39,Employed,no
261,51,yes,-379,Employed,no
1134,59,no,100,Employed,yes
155,58,no,937,Unemployed,no
281,46,no,648,Employed,no
113,52,no,813,Employed,no
164,45,no,49,Employed,no
91,42,no,721,Employed,no
409,52,no,0,Employed,no
1109,33,no,679,Employed,yes
607,52,no,5361,Unknown,yes
328,46,yes,3,Employed,no
88,52,no,989,Employed,no
175,43,no,187,Employed,no
124,59,no,7668,Employed,no
146,57,no,241,Unemployed,no
97,42,yes,-356,Employed,no
454,57,no,657,Unemployed,no
54,59,no,0,Employed,no
109,46,no,0,Employed,no
114,53,no,5094,Employed,no
268,59,no,153,Employed,no
115,51,yes,1394,Employed,no
348,48,no,574,Employed,no
155,43,yes,2048,Employed,no
1536,58,no,1257,Employed,yes
166,34,no,697,Employed,no
1186,58,no,1547,Unknown,yes
197,55,no,1816,Employed,no
198,30,yes,16922,Employed,no
111,47,no,301,Unknown,no
515,59,yes,3400,Unemployed,yes
123,31,no,2388,Employed,no
222,53,no,257,Employed,no
790,59,no,1541,Unknown,no
142,32,no,3158,Employed,no
122,33,no,0,Employed,no
163,44,yes,10888,Employed,no
183,32,no,1028,Employed,no
157,47,yes,295,Employed,no
406,40,yes,1251,Employed,no
196,43,no,629,Employed,no
159,32,no,43,Employed,no
297,34,no,42,Employed,no
229,59,no,-1,Unemployed,no
138,41,no,1409,Employed,no
231,38,no,1637,Employed,no
105,56,no,364,Unemployed,no
238,57,no,1142,Employed,no
278,49,no,2139,Employed,no
264,55,no,5443,Employed,no
156,36,no,287,Employed,no
68,30,no,1041,Employed,no
156,54,no,810,Employed,no
286,50,yes,1098,Employed,no
334,55,no,0,Employed,no
95,34,no,0,Employed,no
148,35,yes,0,Employed,no
124,45,no,-642,Employed,no
1092,51,no,949,Employed,yes
104,45,no,678,Employed,no
195,47,yes,718,Employed,no
56,60,no,4063,Employed,no
297,45,no,335,Employed,no
720,50,no,4855,Employed,yes
231,51,no,227,Employed,no
126,53,yes,519,Employed,no
67,55,no,4424,Unemployed,no
54,58,no,571,Unemployed,no
202,60,no,0,Employed,no
149,41,no,40,Employed,no
683,32,no,710,Employed,no
168,32,no,127,Employed,no
203,43,no,192,Employed,no
92,43,no,2126,Employed,no
176,53,no,879,Employed,no
66,50,no,350,Employed,no
935,49,no,1377,Employed,yes
165,48,no,1573,Employed,no
1051,33,no,2885,Employed,yes
493,32,no,524,Employed,no
97,48,no,-4,Employed,no
1200,55,no,512,Employed,yes
176,38,no,1980,Employed,no
531,42,no,921,Employed,yes
231,47,no,32,Employed,no
187,44,no,7485,Employed,no
141,51,no,717,Employed,no
414,46,no,13118,Employed,no
143,60,no,0,Unemployed,no
295,46,no,664,Employed,no
68,58,no,14922,Employed,no
123,59,no,1040,Employed,no
766,52,no,1000,Employed,yes
27,52,no,64,Employed,no
229,43,no,2169,Employed,no
112,52,no,547,Employed,no
104,50,no,604,Employed,no
409,37,no,0,Employed,no
1311,38,no,202,Employed,yes
223,59,yes,1035,Unemployed,no
292,43,yes,-36,Employed,no
166,44,no,1788,Employed,no
77,49,no,2254,Employed,no
287,32,no,28,Employed,no
100,57,no,286,Employed,no
109,47,no,0,Employed,no
291,31,yes,155,Employed,no
307,44,no,421,Employed,no
33,42,no,3530,Employed,no
239,30,no,66,Employed,no
318,44,no,2857,Employed,no
80,56,yes,388,Unemployed,no
193,51,no,2918,Employed,no
153,32,no,67,Employed,no
1113,37,no,5953,Employed,no
203,47,no,699,Employed,no
344,60,no,1766,Unemployed,no
197,45,no,323,Employed,no
155,53,no,1230,Employed,no
618,55,no,169,Employed,yes
196,45,no,0,Employed,no
875,49,no,3726,Employed,yes
445,60,no,3876,Employed,no
504,49,no,381,Employed,no
425,39,no,13021,Employed,no
134,54,no,224,Employed,no
56,34,no,482,Employed,no
121,39,no,8195,Employed,no
214,54,no,0,Employed,no
129,53,no,1343,Employed,no
211,49,no,195,Employed,no
513,51,no,434,Employed,no
371,58,no,332,Employed,no
419,56,yes,146,Employed,yes
210,38,no,950,Employed,no
459,48,no,547,Employed,no
648,30,yes,552,Employed,no
592,35,no,489,Employed,no
263,48,no,770,Employed,no
37,35,no,473,Employed,no
332,33,no,488,Employed,no
131,58,no,-123,Employed,no
1227,46,no,940,Employed,yes
608,49,no,468,Employed,no
203,50,yes,486,Employed,no
295,33,no,2728,Employed,no
178,51,no,1028,Employed,no
371,31,no,1377,Employed,no
147,57,no,0,Unemployed,no
307,50,no,37,Employed,no
109,34,no,218,Employed,no
78,53,no,1373,Employed,no
996,30,no,1571,Employed,no
157,31,no,84,Employed,no
92,42,no,223,Employed,no
115,52,no,499,Employed,no
78,57,no,1230,Unemployed,no
116,31,no,7,Employed,no
314,56,no,753,Unemployed,no
91,51,no,-267,Employed,no
91,36,yes,546,Employed,no
384,44,yes,1242,Employed,no
46,56,no,1483,Employed,no
212,44,no,3444,Employed,no
139,33,no,0,Employed,no
1357,57,no,734,Unemployed,yes
66,42,yes,-197,Employed,no
125,55,yes,953,Employed,no
376,50,no,330,Employed,no
455,61,no,77,Unemployed,yes
146,50,yes,3211,Employed,no
81,42,no,0,Employed,no
205,33,no,2727,Unknown,no
192,45,no,3114,Employed,no
152,58,no,688,Employed,no
89,38,no,0,Employed,no
406,45,no,925,Employed,yes
103,32,no,632,Employed,no
84,39,no,0,Employed,no
175,46,no,44,Employed,no
113,56,no,0,Unemployed,no
530,51,no,1178,Employed,no
273,48,no,1526,Employed,no
902,39,no,1836,Employed,yes
158,50,no,2050,Employed,no
740,46,no,660,Employed,yes
86,57,no,53,Employed,no
139,43,yes,5704,Employed,no
347,53,no,269,Employed,no
120,43,no,136,Employed,no
80,48,no,7020,Employed,no
174,49,no,178,Employed,no
140,41,no,3432,Employed,no
277,51,yes,187,Employed,no
898,30,no,1495,Employed,no
637,34,no,681,Employed,yes
142,59,no,0,Unemployed,no
224,38,no,184,Employed,no
254,32,no,0,Employed,no
128,46,yes,398,Employed,no
189,54,no,0,Employed,no
206,48,no,3766,Employed,no
90,54,no,787,Employed,no
220,30,no,4749,Employed,no
311,36,no,163,Employed,no
501,43,no,1304,Employed,yes
209,33,no,580,Employed,no
835,34,no,2956,Employed,yes
50,42,yes,3718,Employed,no
126,33,no,2915,Employed,no
58,40,no,3812,Employed,no
182,49,yes,739,Employed,no
499,51,no,122,Employed,no
720,35,no,146,Employed,yes
113,44,no,1858,Employed,no
836,36,no,36,Employed,yes
439,50,yes,616,Employed,no
167,60,no,1145,Unemployed,no
102,50,no,535,Employed,no
184,31,no,338,Employed,no
159,56,no,-8,Employed,no
117,41,no,680,Employed,no
181,39,no,94,Employed,no
585,49,no,-42,Employed,no
139,34,no,0,Employed,no
65,41,no,103,Employed,no
490,45,no,1,Employed,yes
71,46,no,765,Employed,no
358,35,no,118,Employed,no
222,37,no,4965,Employed,no
163,37,no,1863,Employed,no
115,37,no,392,Employed,no
99,45,no,142,Employed,no
359,43,no,385,Employed,no
211,44,no,313,Employed,no
133,45,no,2433,Employed,no
131,50,no,1412,Employed,no
88,59,no,96,Employed,no
164,52,yes,1364,Employed,no
467,47,no,270,Unknown,no
225,39,yes,5988,Employed,no
763,47,no,2480,Employed,yes
184,42,no,24780,Employed,no
122,57,no,29,Employed,no
123,55,no,628,Unemployed,no
103,30,no,2876,Employed,no
649,42,yes,14282,Employed,yes
88,36,no,577,Employed,no
293,48,no,249,Employed,no
938,34,no,182,Employed,yes
931,56,no,801,Employed,no
89,52,no,3151,Employed,no
221,35,no,533,Employed,no
126,54,yes,506,Employed,no
166,45,no,333,Employed,no
641,40,no,0,Employed,yes
165,44,no,1901,Employed,no
68,52,no,2079,Employed,no
127,55,no,6134,Employed,no
78,58,no,1191,Employed,no
302,47,no,-1,Employed,no
400,43,no,-127,Employed,no
375,53,yes,1138,Employed,no
258,35,no,284,Employed,no
738,40,no,311,Employed,yes
329,34,no,265,Employed,no
119,48,no,483,Employed,no
341,55,no,0,Employed,no
181,58,no,13189,Unemployed,no
127,35,yes,249,Employed,no
124,43,no,0,Employed,no
232,39,no,1112,Employed,no
224,60,no,957,Unemployed,no
148,59,no,1390,Unemployed,no
174,55,yes,689,Employed,no
113,55,yes,0,Unemployed,no
68,48,no,855,Employed,no
232,48,no,35,Employed,no
376,53,no,421,Employed,no
199,30,no,1119,Employed,no
150,41,no,501,Employed,no
2191,60,no,2221,Employed,no
123,49,no,153,Employed,no
185,41,yes,55,Employed,no
275,32,no,-352,Employed,no
388,60,no,1025,Employed,no
165,31,no,33,Employed,no
89,33,yes,849,Employed,no
111,39,no,6999,Unknown,no
160,60,no,151,Employed,no
254,54,no,320,Employed,no
1044,32,no,560,Employed,yes
244,33,no,764,Employed,no
84,46,no,250,Employed,no
499,37,no,1558,Employed,no
290,48,no,174,Employed,no
136,48,no,490,Employed,no
384,42,no,135,Employed,no
732,47,no,3973,Employed,no
168,37,yes,566,Employed,no
482,33,no,3059,Employed,yes
100,57,no,0,Employed,no
136,30,no,1403,Employed,no
301,59,no,136,Unemployed,no
391,30,no,7788,Employed,no
315,31,no,200,Employed,no
184,56,no,144,Employed,no
44,49,no,0,Employed,no
411,35,yes,0,Employed,no
120,42,yes,9261,Employed,no
188,36,no,361,Employed,no
411,46,no,3133,Employed,no
72,49,no,322,Employed,no
128,56,no,334,Unemployed,no
135,32,no,145,Employed,no
90,48,no,783,Employed,no
102,50,yes,0,Unemployed,no
533,31,no,8279,Employed,no
265,44,yes,22,Employed,no
198,48,no,473,Employed,no
64,36,yes,129,Employed,no
170,59,no,638,Employed,no
438,41,no,0,Employed,no
281,58,no,47,Employed,no
601,59,no,263,Unemployed,no
83,57,yes,0,Unemployed,no
39,46,no,51,Employed,no
163,48,yes,1939,Employed,no
252,36,no,2660,Employed,no
102,40,no,57,Employed,no
131,46,no,716,Employed,no
127,48,yes,2054,Employed,no
168,50,no,3025,Employed,no
1249,32,no,1423,Employed,yes
308,33,no,1097,Employed,no
196,46,no,248,Employed,no
115,60,no,1720,Unemployed,no
851,32,no,421,Employed,no
291,37,yes,-56,Employed,no
64,43,yes,1109,Employed,no
224,57,no,624,Employed,no
996,46,no,874,Employed,yes
83,57,no,163,Employed,no
499,36,no,900,Employed,no
175,32,no,1068,Employed,no
536,48,yes,4459,Employed,no
171,43,yes,690,Employed,no
203,37,no,2401,Employed,no
132,51,no,223,Employed,no
588,52,no,10,Employed,no
311,48,no,0,Employed,no
175,32,yes,286,Employed,no
72,47,no,324,Employed,no
101,50,yes,75,Employed,no
184,32,no,6359,Employed,no
147,58,no,4,Unemployed,no
192,45,yes,140,Employed,no
275,49,no,141,Employed,no
138,50,no,-79,Employed,no
269,32,no,2556,Employed,no
170,38,no,178,Employed,no
377,30,no,1081,Employed,no
209,46,yes,363,Employed,no
276,50,yes,10757,Employed,no
160,31,no,130,Employed,no
459,36,yes,46,Employed,no
339,35,no,-116,Employed,no
70,53,no,1225,Employed,no
322,46,no,0,Employed,no
54,34,no,4535,Unknown,no
406,33,no,422,Unemployed,no
386,50,no,-70,Employed,no
127,46,no,575,Employed,no
276,45,no,22,Unemployed,no
69,55,no,41923,Employed,no
286,42,no,446,Employed,no
433,40,no,713,Employed,no
292,41,no,911,Employed,no
562,39,yes,425,Employed,no
543,35,no,0,Employed,no
530,46,no,225,Employed,no
685,43,no,5926,Employed,no
131,49,yes,284,Employed,no
258,38,no,180,Employed,no
45,59,no,64343,Employed,no
492,42,no,128,Employed,no
61,48,no,1203,Employed,no
227,48,no,504,Employed,no
265,46,no,1085,Employed,no
79,49,no,651,Employed,no
119,32,no,374,Employed,no
426,42,no,60,Employed,no
80,32,no,71,Employed,no
307,45,yes,38,Employed,no
236,34,yes,2576,Employed,no
105,32,no,500,Employed,no
68,44,no,4333,Employed,no
275,38,no,5003,Employed,no
178,46,no,0,Employed,no
226,41,no,-832,Employed,no
181,52,no,2091,Employed,no
244,44,yes,339,Employed,no
131,52,no,1815,Employed,no
132,46,no,0,Employed,no
106,30,no,223,Employed,no
135,39,no,0,Employed,no
107,48,yes,2850,Employed,no
1250,50,yes,706,Employed,yes
1471,51,no,7098,Employed,yes
1456,30,no,5389,Employed,yes
122,57,yes,4043,Employed,no
108,54,yes,6812,Employed,no
110,56,no,0,Unemployed,no
186,38,no,1097,Employed,no
67,31,no,418,Employed,no
297,51,no,0,Employed,no
70,39,no,94,Employed,no
93,51,no,10077,Employed,no
91,34,no,291,Employed,no
301,49,no,0,Employed,no
88,49,no,2635,Employed,no
261,35,yes,1055,Employed,no
187,47,no,1660,Employed,no
139,52,no,420,Employed,no
59,50,no,106,Employed,no
420,37,no,2505,Employed,no
352,43,no,11754,Employed,no
135,42,yes,-323,Employed,no
219,48,no,791,Employed,no
117,38,no,3813,Employed,no
82,52,no,0,Employed,no
122,41,no,634,Employed,no
91,41,no,0,Employed,no
64,37,no,649,Employed,no
235,45,yes,2603,Employed,no
67,36,no,67,Employed,no
267,34,yes,873,Unemployed,no
74,30,no,2283,Employed,no
131,38,yes,-34,Employed,no
78,55,yes,284,Employed,no
402,33,no,340,Employed,no
123,31,no,40,Employed,no
132,32,yes,1349,Employed,no
587,34,yes,674,Employed,yes
51,48,no,566,Employed,no
185,43,no,1663,Employed,no
51,35,yes,20,Employed,no
163,45,no,1732,Employed,no
666,56,yes,3120,Employed,no
326,40,no,1076,Employed,no
292,51,no,183,Employed,no
395,39,no,1104,Employed,yes
137,31,no,54,Employed,no
663,47,no,3070,Employed,yes
387,30,no,868,Employed,no
108,39,yes,4765,Employed,no
142,58,no,2690,Unemployed,no
48,38,no,46,Employed,no
253,49,yes,406,Employed,no
228,47,no,3690,Employed,no
124,30,no,371,Employed,no
358,35,no,260,Employed,no
134,52,no,204,Employed,no
239,48,no,205,Employed,no
113,36,yes,5340,Employed,no
84,48,no,-347,Employed,no
224,31,no,424,Employed,no
274,34,no,60,Employed,no
22,33,no,595,Employed,no
309,35,yes,463,Employed,no
131,33,yes,20,Employed,no
159,45,yes,3098,Employed,no
63,52,no,741,Employed,no
1462,39,no,1572,Employed,no
