ID,duration,poutcome,month,pdays,age,previous,contact,housing,job,campaign,balance,education,loan,marital,y
25569,215,failure,nov,1monthto6month,43,low,cellular,no,Employed,1,veryhigh,tertiary,no,married,no
25570,110,failure,nov,1monthto6month,35,low,cellular,yes,Employed,1,high,tertiary,yes,divorced,no
25571,155,other,nov,1monthto6month,30,low,cellular,yes,Employed,1,high,tertiary,yes,married,no
25572,770,unknown,nov,never,32,never,cellular,yes,Employed,1,high,secondary,no,married,no
25573,441,unknown,nov,never,34,never,cellular,yes,Employed,1,avergae,secondary,yes,married,no
25574,139,failure,nov,1monthto6month,39,low,cellular,yes,Employed,1,high,secondary,no,married,no
25575,648,unknown,nov,never,30,never,cellular,yes,Employed,1,high,secondary,no,married,no
25576,58,unknown,nov,never,49,never,cellular,no,Employed,3,high,secondary,yes,divorced,no
25577,902,unknown,nov,never,57,never,cellular,no,Unemployed,2,high,primary,no,married,no
25578,106,unknown,nov,never,54,never,cellular,no,Employed,1,low,secondary,no,married,no
25579,94,other,nov,1monthto6month,37,low,cellular,yes,Employed,1,high,tertiary,no,married,no
25580,106,failure,nov,1monthto6month,49,low,cellular,no,Employed,1,veryhigh,tertiary,no,married,no
25581,89,other,nov,1monthto6month,30,low,cellular,yes,Employed,1,high,secondary,no,divorced,no
25582,46,failure,nov,6monthsto1year,34,low,telephone,yes,Employed,1,high,secondary,no,married,no
25583,72,unknown,nov,never,54,never,telephone,yes,Employed,1,high,secondary,no,married,no
25584,288,unknown,nov,never,52,never,cellular,no,Employed,1,veryhigh,primary,no,married,no
25585,68,unknown,nov,never,57,never,cellular,yes,Employed,1,avergae,tertiary,no,married,no
25586,202,unknown,nov,never,41,never,cellular,no,Employed,1,high,secondary,no,married,no
25587,37,unknown,nov,never,48,never,cellular,no,Employed,1,veryhigh,tertiary,yes,married,no
25588,109,failure,nov,1months,33,low,cellular,no,Employed,1,high,secondary,no,married,no
25589,336,unknown,nov,never,55,never,cellular,no,Employed,1,low,secondary,no,married,no
25590,925,unknown,nov,never,30,never,cellular,no,Employed,1,low,secondary,yes,single,yes
25591,239,unknown,nov,never,48,never,cellular,yes,Employed,1,high,secondary,no,married,no
25592,473,unknown,nov,never,30,never,cellular,yes,Employed,1,high,secondary,no,married,no
25593,111,unknown,nov,never,41,never,telephone,yes,Employed,1,high,secondary,no,single,no
25594,182,unknown,nov,never,31,never,cellular,yes,Employed,1,high,tertiary,no,single,no
25595,298,failure,nov,1monthto6month,45,low,cellular,yes,Employed,1,high,secondary,no,divorced,no
25596,206,failure,nov,1monthto6month,30,low,cellular,yes,Employed,1,high,tertiary,no,single,no
25597,183,unknown,nov,never,39,never,cellular,yes,Employed,1,high,secondary,no,married,no
25598,169,unknown,nov,never,35,never,cellular,no,Employed,1,high,tertiary,yes,married,no
25599,808,unknown,nov,never,56,never,cellular,yes,Employed,1,high,secondary,no,married,no
25600,298,unknown,nov,never,42,never,cellular,yes,Employed,2,low,secondary,no,married,no
25601,108,unknown,nov,never,34,never,cellular,yes,Employed,1,high,secondary,no,married,no
25602,225,unknown,nov,never,35,never,cellular,yes,Employed,1,veryhigh,secondary,no,married,no
25603,86,unknown,nov,never,47,never,cellular,no,Unemployed,1,high,tertiary,yes,married,no
25604,723,unknown,nov,never,40,never,cellular,no,Employed,1,high,tertiary,no,married,no
25605,175,failure,nov,1monthto6month,32,low,cellular,yes,Unemployed,1,avergae,tertiary,no,single,no
25606,85,unknown,nov,never,44,never,cellular,yes,Employed,1,high,tertiary,no,married,no
25607,154,unknown,nov,never,33,never,cellular,yes,Employed,1,high,tertiary,yes,married,no
25608,814,unknown,nov,never,41,never,cellular,yes,Employed,1,high,tertiary,no,married,yes
25609,133,other,nov,1monthto6month,31,low,cellular,yes,Employed,2,avergae,secondary,yes,married,no
25610,103,unknown,nov,never,59,never,cellular,yes,Employed,1,high,unknown,yes,married,no
25611,401,unknown,nov,never,45,never,cellular,no,Employed,1,high,tertiary,no,married,no
25612,1081,unknown,nov,never,49,never,cellular,yes,Employed,2,avergae,secondary,no,married,yes
25613,217,unknown,nov,never,46,never,cellular,yes,Employed,1,high,primary,no,single,no
25614,177,unknown,nov,never,39,never,cellular,no,Employed,1,high,secondary,no,married,no
25615,291,unknown,nov,never,55,never,cellular,no,Employed,1,high,primary,no,married,no
25616,53,unknown,nov,never,54,never,telephone,yes,Unemployed,1,veryhigh,primary,no,married,no
25617,157,unknown,nov,never,45,never,cellular,no,Employed,1,high,tertiary,yes,married,no
25618,375,failure,nov,1monthto6month,40,low,cellular,yes,Employed,1,high,tertiary,no,married,no
25619,46,failure,nov,1monthto6month,46,low,cellular,yes,Employed,2,high,secondary,yes,married,no
25620,630,unknown,nov,never,50,never,cellular,no,Employed,1,high,tertiary,no,divorced,no
25621,426,failure,nov,6monthsto1year,30,low,cellular,no,Employed,2,high,secondary,no,single,no
25622,125,unknown,nov,never,44,never,telephone,yes,Employed,3,high,secondary,no,married,no
25623,361,unknown,nov,never,32,never,cellular,yes,Employed,1,high,tertiary,no,single,no
25624,185,failure,nov,1monthto6month,34,low,cellular,yes,Employed,2,high,primary,no,married,no
25625,582,unknown,nov,never,34,never,cellular,no,Employed,1,high,tertiary,no,single,no
25626,466,unknown,nov,never,33,never,cellular,no,Employed,1,low,tertiary,no,married,no
25627,123,unknown,nov,never,55,never,telephone,yes,Employed,1,avergae,tertiary,no,divorced,no
25628,1084,failure,nov,1monthto6month,46,low,cellular,no,Employed,1,high,tertiary,no,married,yes
25629,44,unknown,nov,never,49,never,cellular,yes,Employed,4,avergae,unknown,no,married,no
25630,76,unknown,nov,never,39,never,cellular,yes,Employed,6,high,primary,no,married,no
25631,79,unknown,nov,never,50,never,cellular,no,Employed,3,avergae,secondary,yes,married,no
25632,164,unknown,nov,never,32,never,cellular,no,Employed,2,high,tertiary,no,single,no
25633,149,unknown,nov,never,32,never,cellular,yes,Employed,2,veryhigh,secondary,no,single,no
25634,51,unknown,nov,never,47,never,cellular,no,Employed,2,high,secondary,no,married,no
25635,164,unknown,nov,never,56,never,cellular,no,Employed,2,high,tertiary,no,married,no
25636,102,unknown,nov,never,54,never,cellular,no,Employed,2,veryhigh,primary,no,married,no
25637,111,failure,nov,1monthto6month,40,low,telephone,yes,Employed,2,high,primary,no,married,no
25638,442,failure,nov,1monthto6month,53,low,cellular,no,Unemployed,2,high,tertiary,yes,married,no
25639,256,unknown,nov,never,35,never,cellular,no,Employed,3,high,secondary,no,married,no
25640,210,unknown,nov,never,35,never,cellular,yes,Employed,2,high,tertiary,no,married,no
25641,233,unknown,nov,never,51,never,cellular,yes,Employed,2,low,primary,yes,married,no
25642,130,unknown,nov,never,40,never,cellular,yes,Employed,1,avergae,secondary,yes,married,no
25643,248,unknown,nov,never,35,never,cellular,yes,Employed,1,high,tertiary,no,married,no
25644,39,unknown,nov,never,41,never,cellular,no,Employed,1,veryhigh,tertiary,no,divorced,no
25645,419,unknown,nov,never,39,never,cellular,yes,Employed,5,high,primary,no,married,no
25646,479,unknown,nov,never,30,never,cellular,no,Employed,1,high,tertiary,no,single,no
25647,249,unknown,nov,never,39,never,cellular,yes,Employed,1,low,tertiary,no,married,no
25648,214,unknown,nov,never,39,never,cellular,yes,Employed,1,high,secondary,yes,divorced,no
25649,128,unknown,nov,never,39,never,cellular,yes,Employed,1,high,secondary,no,single,no
25650,117,unknown,nov,never,52,never,telephone,no,Employed,1,avergae,secondary,no,single,no
25651,198,unknown,nov,never,56,never,cellular,no,Unemployed,1,high,tertiary,no,single,no
25652,202,unknown,nov,never,34,never,cellular,yes,Employed,2,high,tertiary,no,married,no
25653,206,unknown,nov,never,32,never,cellular,yes,Employed,2,high,tertiary,no,single,no
25654,201,other,nov,1monthto6month,46,low,cellular,yes,Employed,1,low,secondary,yes,divorced,no
25655,171,unknown,nov,never,51,never,cellular,no,Employed,1,high,tertiary,no,divorced,no
25656,144,unknown,nov,never,46,never,cellular,yes,Employed,1,high,tertiary,no,married,no
25657,100,unknown,nov,never,57,never,telephone,no,Unemployed,1,high,secondary,no,divorced,no
25658,75,failure,nov,1monthto6month,38,low,cellular,yes,Employed,2,high,secondary,no,married,no
25659,140,unknown,nov,never,35,never,cellular,no,Employed,2,veryhigh,tertiary,no,married,no
25660,212,unknown,nov,never,41,never,cellular,no,Employed,3,high,secondary,no,single,no
25661,219,unknown,nov,never,38,never,cellular,yes,Employed,2,low,primary,yes,married,no
25662,1015,other,nov,6monthsto1year,43,low,cellular,yes,Employed,1,high,tertiary,no,married,yes
25663,489,unknown,nov,never,47,never,cellular,yes,Employed,3,high,unknown,no,married,yes
25664,122,unknown,nov,never,54,never,cellular,no,Employed,2,veryhigh,tertiary,no,married,no
25665,442,unknown,nov,never,48,never,cellular,no,Employed,1,high,secondary,no,single,no
25666,75,unknown,nov,never,32,never,cellular,no,Employed,1,avergae,tertiary,no,married,no
25667,46,unknown,nov,never,31,never,cellular,no,Employed,1,high,secondary,no,married,no
25668,59,unknown,nov,never,34,never,cellular,yes,Employed,1,high,secondary,no,married,no
25669,94,unknown,nov,never,31,never,cellular,no,Employed,1,high,tertiary,no,single,no
25670,66,unknown,nov,never,32,never,cellular,no,Employed,1,low,tertiary,no,married,no
25671,79,unknown,nov,never,32,never,cellular,no,Employed,1,high,secondary,no,married,no
25672,115,unknown,nov,never,34,never,cellular,no,Employed,1,high,tertiary,no,single,no
25673,698,unknown,nov,never,51,never,cellular,yes,Employed,1,veryhigh,secondary,no,married,no
25674,108,unknown,nov,never,54,never,cellular,yes,Employed,1,high,secondary,no,married,no
25675,694,unknown,nov,never,51,never,cellular,no,Unemployed,2,high,tertiary,no,married,yes
25676,20,failure,nov,1monthto6month,32,low,telephone,no,Employed,1,high,secondary,no,divorced,no
25677,52,failure,nov,1monthto6month,40,low,cellular,no,Unemployed,1,high,secondary,no,married,no
25678,242,unknown,nov,never,30,never,cellular,no,Unemployed,1,avergae,tertiary,no,single,no
25679,308,failure,nov,6monthsto1year,35,low,cellular,yes,Employed,1,high,tertiary,yes,single,no
25680,640,unknown,nov,never,31,never,cellular,no,Employed,1,high,secondary,no,married,no
25681,274,unknown,nov,never,44,never,telephone,no,Employed,1,high,tertiary,no,married,no
25682,84,unknown,nov,never,33,never,cellular,no,Employed,1,avergae,secondary,no,single,no
25683,631,unknown,nov,never,31,never,cellular,yes,Unemployed,1,high,secondary,no,married,no
25684,244,unknown,nov,never,32,never,cellular,no,Employed,1,high,primary,no,married,no
25685,268,unknown,nov,never,32,never,cellular,yes,Employed,1,high,tertiary,no,married,no
25686,186,unknown,nov,never,53,never,cellular,no,Unemployed,2,avergae,tertiary,no,married,no
25687,352,unknown,nov,never,36,never,cellular,yes,Employed,4,high,tertiary,no,single,no
25688,325,unknown,nov,never,49,never,cellular,no,Employed,2,low,secondary,no,single,no
25689,340,unknown,nov,never,33,never,cellular,yes,Employed,2,low,tertiary,yes,married,no
25690,100,failure,nov,1monthto6month,32,low,cellular,no,Employed,1,high,secondary,no,married,no
25691,145,unknown,nov,never,41,never,cellular,yes,Employed,2,high,primary,no,married,no
25692,72,unknown,nov,never,43,never,cellular,yes,Employed,1,veryhigh,secondary,no,single,no
25693,853,unknown,nov,never,32,never,cellular,no,Employed,1,high,secondary,no,single,yes
25694,190,unknown,nov,never,33,never,cellular,yes,Employed,1,veryhigh,tertiary,no,single,no
25695,200,unknown,nov,never,54,never,cellular,no,Employed,1,high,secondary,no,married,no
25696,127,unknown,nov,never,35,never,cellular,yes,Employed,1,avergae,tertiary,no,single,no
25697,388,unknown,nov,never,41,never,cellular,no,Employed,3,high,tertiary,no,married,no
25698,498,unknown,nov,never,48,never,cellular,no,Employed,1,high,secondary,no,married,no
25699,149,failure,nov,1monthto6month,33,low,cellular,yes,Employed,2,low,tertiary,no,married,no
25700,171,failure,nov,6monthsto1year,33,low,cellular,yes,Employed,1,high,tertiary,no,single,no
25701,100,success,nov,1monthto6month,39,low,cellular,no,Employed,1,high,secondary,no,married,no
25702,561,unknown,nov,never,53,never,cellular,no,Unemployed,1,high,secondary,no,divorced,yes
25703,138,other,nov,1monthto6month,46,low,cellular,yes,Employed,1,veryhigh,secondary,no,married,no
25704,636,unknown,nov,never,38,never,cellular,no,Employed,1,veryhigh,secondary,no,married,no
25705,357,unknown,nov,never,40,never,cellular,no,Employed,1,high,secondary,no,married,no
25706,118,unknown,nov,never,33,never,cellular,no,Employed,1,high,tertiary,no,married,no
25707,402,failure,nov,6monthsto1year,44,low,cellular,yes,Employed,1,high,primary,no,married,no
25708,154,unknown,nov,never,30,never,cellular,yes,Employed,1,high,secondary,no,married,no
25709,68,unknown,nov,never,35,never,cellular,yes,Employed,1,high,unknown,no,single,no
25710,289,unknown,nov,never,32,never,cellular,yes,Unemployed,3,veryhigh,secondary,no,married,no
25711,66,unknown,nov,never,51,never,telephone,no,Employed,2,veryhigh,unknown,no,married,no
25712,87,unknown,nov,never,30,never,cellular,yes,Employed,2,avergae,secondary,no,single,no
25713,661,unknown,nov,never,30,never,cellular,yes,Unemployed,1,low,secondary,no,single,no
25714,270,unknown,nov,never,32,never,cellular,yes,Employed,1,high,secondary,no,single,no
25715,74,success,nov,1monthto6month,54,low,cellular,no,Employed,1,high,unknown,yes,married,no
25716,60,unknown,nov,never,33,never,cellular,yes,Employed,1,veryhigh,tertiary,no,single,no
25717,103,failure,nov,1monthto6month,59,low,cellular,yes,Employed,3,high,primary,no,married,no
25718,258,failure,nov,1monthto6month,45,low,cellular,no,Employed,1,high,secondary,yes,single,no
25719,222,unknown,nov,never,31,never,cellular,no,Employed,1,high,secondary,no,single,no
25720,132,unknown,nov,never,30,never,cellular,no,Employed,1,high,tertiary,no,single,no
25721,122,unknown,nov,never,33,never,cellular,yes,Employed,2,low,tertiary,no,married,no
25722,62,success,nov,6monthsto1year,37,low,cellular,yes,Employed,3,high,secondary,no,married,no
25723,292,unknown,nov,never,37,never,cellular,no,Employed,3,high,tertiary,no,married,no
25724,621,unknown,nov,never,30,never,cellular,yes,Employed,2,low,tertiary,no,married,no
25725,93,unknown,nov,never,53,never,cellular,no,Employed,1,veryhigh,tertiary,no,married,no
25726,40,unknown,nov,never,41,never,cellular,no,Employed,1,high,tertiary,no,married,no
25727,190,unknown,nov,never,34,never,cellular,no,Employed,1,high,tertiary,yes,divorced,no
25728,63,unknown,nov,never,43,never,cellular,yes,Employed,1,avergae,secondary,no,married,no
25729,141,failure,nov,1monthto6month,58,low,cellular,yes,Employed,2,veryhigh,primary,no,divorced,no
25730,424,other,nov,6monthsto1year,33,low,cellular,yes,Employed,2,high,tertiary,no,single,yes
25731,198,unknown,nov,never,32,never,cellular,yes,Employed,3,high,secondary,no,married,no
25732,122,unknown,nov,never,50,never,cellular,yes,Employed,2,low,secondary,no,married,no
25733,998,unknown,nov,never,40,never,cellular,no,Employed,1,high,secondary,no,single,yes
25734,405,unknown,nov,never,46,never,cellular,no,Employed,2,high,secondary,no,married,no
25735,50,unknown,nov,never,54,never,cellular,yes,Employed,1,high,tertiary,yes,married,no
25736,50,unknown,nov,never,34,never,cellular,yes,Employed,1,veryhigh,secondary,yes,married,no
25737,291,unknown,nov,never,53,never,cellular,no,Employed,1,low,secondary,no,married,no
25738,137,unknown,nov,never,53,never,cellular,yes,Employed,1,high,tertiary,no,married,no
25739,152,unknown,nov,never,57,never,cellular,no,Unemployed,2,veryhigh,primary,no,married,no
25740,1057,unknown,nov,never,42,never,cellular,yes,Employed,1,high,primary,no,married,yes
25741,64,unknown,nov,never,53,never,cellular,no,Employed,1,high,tertiary,no,married,no
25742,87,failure,nov,1monthto6month,42,low,cellular,no,Employed,2,high,secondary,no,married,no
25743,196,unknown,nov,never,47,never,cellular,yes,Employed,1,low,secondary,yes,married,no
25744,161,unknown,nov,never,46,never,cellular,yes,Employed,2,low,secondary,no,married,no
25745,69,other,nov,6monthsto1year,50,low,cellular,yes,Employed,1,high,secondary,no,married,no
25746,98,failure,nov,1monthto6month,41,low,cellular,no,Employed,1,high,secondary,no,single,no
25747,157,unknown,nov,never,48,never,cellular,no,Unemployed,1,low,primary,yes,married,no
25748,155,unknown,nov,never,32,never,cellular,no,Employed,1,veryhigh,tertiary,no,married,no
25749,341,unknown,nov,never,30,never,cellular,no,Unknown,1,veryhigh,unknown,no,single,no
25750,332,failure,nov,6monthsto1year,40,low,cellular,yes,Unemployed,1,low,secondary,no,married,no
25751,187,failure,nov,1monthto6month,43,low,cellular,no,Employed,1,veryhigh,secondary,no,divorced,no
25752,126,unknown,nov,never,32,never,cellular,yes,Employed,2,veryhigh,secondary,no,single,no
25753,187,failure,nov,6monthsto1year,44,low,cellular,yes,Employed,6,high,secondary,no,single,no
25754,281,unknown,nov,never,51,never,cellular,yes,Employed,3,high,tertiary,no,married,no
25755,59,failure,nov,1monthto6month,58,low,cellular,yes,Employed,1,high,primary,no,married,no
25756,37,failure,nov,1monthto6month,43,low,cellular,no,Employed,1,avergae,tertiary,no,married,no
25757,138,unknown,nov,never,36,never,cellular,no,Employed,1,avergae,primary,no,married,no
25758,141,unknown,nov,never,34,never,cellular,yes,Employed,2,high,secondary,yes,divorced,no
25759,136,failure,nov,1monthto6month,58,low,cellular,no,Employed,1,high,secondary,yes,married,no
25760,140,failure,nov,1monthto6month,39,low,telephone,no,Employed,1,veryhigh,secondary,no,married,no
25761,274,unknown,nov,never,35,never,cellular,yes,Employed,2,high,tertiary,no,single,no
25762,135,unknown,nov,never,36,never,cellular,yes,Employed,1,high,secondary,yes,married,no
25763,966,unknown,nov,never,33,never,cellular,no,Unknown,1,avergae,secondary,yes,single,no
25764,169,other,nov,6monthsto1year,51,low,cellular,no,Employed,1,high,primary,no,married,no
25765,202,unknown,nov,never,38,never,cellular,yes,Employed,1,low,secondary,no,married,no
25766,205,failure,nov,1monthto6month,52,low,cellular,no,Employed,2,veryhigh,secondary,no,married,no
25767,83,failure,nov,1monthto6month,54,low,cellular,no,Employed,1,high,tertiary,no,divorced,no
25768,113,other,nov,1monthto6month,41,low,cellular,yes,Employed,1,high,secondary,no,married,no
25769,114,unknown,nov,never,49,never,cellular,yes,Employed,1,low,secondary,no,married,no
25770,60,unknown,nov,never,47,never,telephone,no,Employed,2,high,secondary,no,married,no
25771,161,unknown,nov,never,53,never,cellular,no,Employed,1,avergae,primary,no,married,no
25772,128,unknown,nov,never,44,never,cellular,yes,Employed,1,low,tertiary,yes,divorced,no
25773,134,unknown,nov,never,39,never,cellular,yes,Employed,1,high,primary,yes,married,no
25774,87,unknown,nov,never,43,never,cellular,yes,Unemployed,1,avergae,secondary,no,divorced,no
25775,149,unknown,nov,never,56,never,cellular,yes,Unemployed,1,high,primary,no,married,no
25776,152,unknown,nov,never,45,never,cellular,no,Employed,1,high,tertiary,yes,single,no
25777,321,unknown,nov,never,40,never,cellular,no,Employed,1,high,tertiary,no,married,no
25778,131,failure,nov,1monthto6month,53,low,cellular,yes,Employed,1,high,secondary,no,married,no
25779,68,unknown,nov,never,57,never,cellular,yes,Employed,1,veryhigh,secondary,no,divorced,no
25780,50,unknown,nov,never,30,never,cellular,no,Employed,1,high,secondary,no,married,no
25781,265,other,nov,1monthto6month,50,low,telephone,yes,Employed,1,high,secondary,no,divorced,no
25782,565,failure,nov,1monthto6month,48,low,cellular,yes,Employed,1,low,secondary,yes,married,no
25783,243,failure,nov,1monthto6month,59,low,cellular,no,Unemployed,1,veryhigh,secondary,no,married,no
25784,968,unknown,nov,never,39,never,cellular,no,Employed,1,high,secondary,no,married,no
25785,416,unknown,nov,never,45,never,cellular,no,Employed,2,low,tertiary,no,married,no
25786,17,failure,nov,6monthsto1year,33,low,cellular,yes,Employed,5,high,secondary,yes,married,no
25787,537,unknown,nov,never,36,never,cellular,no,Employed,3,low,secondary,no,single,no
25788,105,failure,nov,1monthto6month,44,low,cellular,no,Employed,1,high,tertiary,yes,divorced,no
25789,581,unknown,nov,never,32,never,cellular,yes,Employed,2,veryhigh,secondary,no,single,no
25790,1548,other,nov,1monthto6month,52,low,cellular,no,Employed,1,high,primary,no,divorced,no
25791,150,failure,nov,1monthto6month,47,low,cellular,yes,Employed,1,avergae,secondary,no,divorced,no
25792,131,unknown,nov,never,47,never,cellular,no,Employed,1,high,secondary,yes,married,no
25793,210,unknown,nov,never,35,never,cellular,no,Employed,1,high,tertiary,no,married,no
25794,97,unknown,nov,never,57,never,cellular,no,Employed,1,low,primary,no,married,no
25795,124,unknown,nov,never,45,never,cellular,yes,Employed,2,high,secondary,yes,divorced,no
25796,742,unknown,nov,never,55,never,cellular,no,Employed,1,high,primary,yes,married,no
25797,360,other,nov,1monthto6month,39,low,cellular,no,Employed,1,high,secondary,no,married,no
25798,96,unknown,nov,never,58,never,cellular,no,Employed,1,high,tertiary,no,single,no
25799,164,other,nov,6monthsto1year,32,low,cellular,yes,Employed,2,high,tertiary,no,married,no
25800,70,unknown,nov,never,43,never,cellular,yes,Employed,1,high,primary,no,married,no
25801,57,unknown,nov,never,32,never,cellular,no,Employed,1,low,tertiary,no,single,no
25802,89,unknown,nov,never,54,never,cellular,no,Employed,1,high,tertiary,no,married,no
25803,117,unknown,nov,never,31,never,cellular,no,Employed,1,high,tertiary,no,single,no
25804,414,unknown,nov,never,33,never,cellular,no,Employed,3,veryhigh,secondary,no,single,no
25805,193,unknown,nov,never,36,never,cellular,no,Employed,2,high,tertiary,no,single,no
25806,168,unknown,nov,never,31,never,cellular,yes,Employed,1,high,tertiary,no,divorced,no
25807,111,unknown,nov,never,36,never,cellular,no,Employed,1,high,unknown,no,married,no
25808,227,unknown,nov,never,36,never,cellular,no,Employed,1,veryhigh,secondary,no,married,no
25809,76,unknown,nov,never,42,never,cellular,yes,Employed,1,high,secondary,no,married,no
25810,136,unknown,nov,never,41,never,cellular,no,Employed,1,high,tertiary,no,married,no
25811,755,unknown,nov,never,31,never,cellular,no,Employed,1,high,secondary,no,married,no
25812,514,unknown,nov,never,46,never,cellular,yes,Employed,1,high,secondary,yes,married,no
25813,482,failure,nov,1monthto6month,45,low,cellular,yes,Employed,3,high,secondary,yes,married,no
25814,101,unknown,nov,never,37,never,cellular,yes,Employed,1,high,tertiary,no,married,no
25815,77,failure,nov,1monthto6month,42,low,cellular,yes,Employed,2,high,tertiary,no,married,no
25816,85,unknown,nov,never,30,never,cellular,yes,Employed,2,high,secondary,no,single,no
25817,779,failure,nov,1monthto6month,30,low,cellular,yes,Employed,2,high,primary,yes,married,no
25818,190,failure,nov,1monthto6month,59,low,cellular,no,Unemployed,1,high,secondary,yes,married,no
25819,435,unknown,nov,never,51,never,cellular,no,Employed,2,veryhigh,secondary,no,married,no
25820,198,unknown,nov,never,57,never,cellular,no,Employed,1,veryhigh,secondary,no,married,no
25821,299,unknown,nov,never,45,never,cellular,no,Employed,3,high,tertiary,no,married,no
25822,130,unknown,nov,never,41,never,cellular,no,Employed,1,high,secondary,no,single,no
25823,116,unknown,nov,never,52,never,cellular,no,Employed,5,high,tertiary,no,divorced,no
25824,19,unknown,nov,never,37,never,cellular,yes,Employed,5,avergae,secondary,no,married,no
25825,319,unknown,nov,never,44,never,telephone,yes,Employed,1,low,secondary,no,divorced,no
25826,1283,unknown,nov,never,34,never,cellular,yes,Employed,1,low,tertiary,no,divorced,no
25827,62,unknown,nov,never,35,never,telephone,no,Employed,1,high,secondary,yes,married,no
25828,111,unknown,nov,never,56,never,cellular,no,Employed,1,high,secondary,yes,married,no
25829,148,unknown,nov,never,30,never,cellular,yes,Employed,1,high,secondary,no,single,no
25830,172,failure,nov,1monthto6month,46,low,cellular,yes,Employed,1,veryhigh,primary,no,married,no
25831,186,unknown,nov,never,42,never,cellular,yes,Employed,1,high,secondary,yes,married,no
25832,164,unknown,nov,never,55,never,cellular,yes,Employed,1,high,tertiary,no,married,no
25833,220,unknown,nov,never,51,never,cellular,yes,Employed,2,veryhigh,tertiary,no,married,no
25834,296,unknown,nov,never,45,never,cellular,no,Employed,1,high,secondary,no,married,no
25835,178,failure,nov,1monthto6month,40,low,cellular,yes,Employed,1,high,secondary,no,married,no
25836,547,unknown,nov,never,35,never,cellular,yes,Unemployed,7,high,tertiary,no,married,no
25837,267,unknown,nov,never,32,never,cellular,yes,Employed,2,veryhigh,secondary,no,single,no
25838,231,unknown,nov,never,46,never,cellular,no,Employed,2,high,secondary,no,married,no
25839,161,unknown,nov,never,46,never,cellular,yes,Unemployed,1,high,secondary,no,married,no
25840,59,failure,nov,1monthto6month,37,low,cellular,yes,Employed,2,high,primary,no,married,no
25841,384,failure,nov,6monthsto1year,33,low,cellular,yes,Employed,1,veryhigh,tertiary,no,married,no
25842,477,unknown,nov,never,32,never,cellular,yes,Employed,1,high,tertiary,no,married,no
25843,149,failure,nov,1monthto6month,55,low,cellular,no,Unemployed,1,high,secondary,no,married,no
25844,59,unknown,nov,never,50,never,cellular,yes,Employed,1,veryhigh,primary,no,divorced,no
25845,125,unknown,nov,never,45,never,cellular,no,Employed,2,high,tertiary,no,single,no
25846,522,success,nov,1monthto6month,46,low,cellular,yes,Unemployed,1,high,secondary,no,divorced,yes
25847,180,failure,nov,1monthto6month,45,low,cellular,no,Employed,1,high,secondary,no,married,no
25848,201,unknown,nov,never,38,never,telephone,no,Employed,1,veryhigh,unknown,no,single,no
25849,230,unknown,nov,never,38,never,cellular,yes,Employed,1,low,secondary,no,divorced,no
25850,98,unknown,nov,never,34,never,cellular,no,Employed,1,high,tertiary,no,married,no
25851,73,unknown,nov,never,30,never,cellular,no,Unemployed,1,avergae,secondary,no,married,no
25852,391,unknown,nov,never,31,never,cellular,yes,Employed,2,high,secondary,no,married,no
25853,126,unknown,nov,never,44,never,cellular,yes,Employed,2,high,tertiary,no,single,no
25854,147,unknown,nov,never,35,never,cellular,yes,Employed,1,high,secondary,no,single,no
25855,265,unknown,nov,never,34,never,cellular,no,Employed,1,veryhigh,tertiary,no,married,no
25856,67,unknown,nov,never,53,never,cellular,yes,Employed,3,veryhigh,tertiary,no,divorced,no
25857,136,failure,nov,1monthto6month,33,low,cellular,yes,Employed,2,high,secondary,no,single,no
25858,350,unknown,nov,never,53,never,cellular,yes,Employed,1,veryhigh,tertiary,yes,married,no
25859,174,failure,nov,1monthto6month,47,low,cellular,yes,Unemployed,1,high,secondary,yes,married,no
25860,299,unknown,nov,never,41,never,cellular,yes,Employed,2,high,secondary,yes,married,no
25861,181,unknown,nov,never,39,never,cellular,yes,Employed,1,high,secondary,yes,married,no
25862,101,unknown,nov,never,32,never,cellular,no,Employed,1,high,tertiary,no,single,no
25863,392,unknown,nov,never,31,never,cellular,yes,Employed,3,low,secondary,yes,married,no
25864,21,unknown,nov,never,37,never,telephone,yes,Employed,1,high,secondary,no,married,no
25865,236,unknown,nov,never,49,never,cellular,yes,Employed,1,avergae,secondary,no,married,no
25866,185,unknown,nov,never,35,never,cellular,no,Employed,1,high,tertiary,no,married,no
25867,50,unknown,nov,never,30,never,cellular,no,Employed,1,high,tertiary,no,single,no
25868,127,failure,nov,1monthto6month,35,low,cellular,no,Employed,1,high,secondary,no,married,no
25869,259,failure,nov,1monthto6month,40,low,cellular,no,Employed,1,high,secondary,no,married,no
25870,418,unknown,nov,never,38,never,cellular,yes,Employed,2,low,secondary,yes,married,no
25871,295,failure,nov,1monthto6month,38,low,cellular,yes,Employed,1,high,secondary,yes,single,no
25872,138,unknown,nov,never,35,never,cellular,yes,Employed,1,high,tertiary,no,married,no
25873,124,unknown,nov,never,55,never,cellular,no,Employed,2,high,tertiary,no,married,no
25874,146,unknown,nov,never,42,never,cellular,yes,Employed,1,high,secondary,no,single,no
25875,145,unknown,nov,never,39,never,cellular,no,Employed,1,high,tertiary,no,married,no
25876,166,unknown,nov,never,31,never,cellular,yes,Employed,1,high,secondary,no,married,no
