age,duration,month,pdays,poutcome,previous,y
46,825,nov,1monthto6month,failure,low,no
34,382,nov,never,unknown,never,no
53,278,nov,1monthto6month,failure,low,no
30,1329,nov,never,unknown,never,no
32,310,nov,never,unknown,never,no
45,56,nov,never,unknown,never,no
33,1059,nov,never,unknown,never,yes
57,104,nov,1monthto6month,failure,low,no
44,843,nov,never,unknown,never,no
31,185,nov,never,unknown,never,no
47,1476,nov,never,unknown,never,no
32,476,nov,never,unknown,never,no
35,165,nov,never,unknown,never,no
30,738,nov,never,unknown,never,no
36,265,nov,never,unknown,never,no
32,442,nov,never,unknown,never,no
36,47,nov,never,unknown,never,no
32,489,nov,never,unknown,never,no
32,91,nov,never,unknown,never,no
34,391,nov,never,unknown,never,no
40,1855,nov,never,unknown,never,no
43,2453,nov,never,unknown,never,yes
37,21,nov,1monthto6month,other,low,no
35,83,nov,never,unknown,never,no
30,86,nov,1monthto6month,failure,low,no
39,141,nov,never,unknown,never,no
46,220,nov,never,unknown,never,no
42,149,nov,6monthsto1year,other,low,no
30,91,nov,never,unknown,never,no
48,254,nov,never,unknown,never,no
37,249,nov,never,unknown,never,no
32,209,nov,never,unknown,never,no
55,325,nov,6monthsto1year,failure,low,no
38,87,nov,1monthto6month,other,low,no
46,45,nov,never,unknown,never,no
36,10,nov,never,unknown,never,no
41,358,nov,never,unknown,never,no
53,81,nov,6monthsto1year,failure,low,no
53,6,nov,never,unknown,never,no
41,12,nov,never,unknown,never,no
44,20,nov,1monthto6month,other,med,no
35,20,nov,1monthto6month,failure,low,no
48,275,nov,never,unknown,never,no
45,312,nov,1monthto6month,failure,low,no
37,69,nov,never,unknown,never,no
45,304,nov,never,unknown,never,no
31,37,nov,1monthto6month,failure,low,no
34,61,nov,never,unknown,never,no
40,116,nov,1monthto6month,failure,low,no
53,266,nov,never,unknown,never,no
52,159,nov,never,unknown,never,no
36,358,nov,never,unknown,never,no
37,21,nov,6monthsto1year,other,low,no
30,116,nov,never,unknown,never,no
57,41,nov,never,unknown,never,no
50,124,nov,1monthto6month,failure,low,no
37,67,nov,1monthto6month,failure,low,no
30,298,nov,never,unknown,never,no
30,86,nov,never,unknown,never,no
32,299,nov,never,unknown,never,no
50,615,nov,1monthto6month,failure,low,yes
34,152,nov,never,unknown,never,no
36,50,nov,1monthto6month,failure,low,no
53,322,nov,never,unknown,never,no
32,536,nov,never,unknown,never,no
54,336,nov,never,unknown,never,no
31,441,nov,never,unknown,never,no
54,149,nov,never,unknown,never,no
52,328,nov,never,unknown,never,no
36,517,nov,never,unknown,never,yes
58,96,nov,1monthto6month,failure,low,no
33,675,nov,never,unknown,never,no
46,118,nov,never,unknown,never,no
47,85,nov,1monthto6month,failure,med,no
58,65,nov,never,unknown,never,no
33,255,nov,never,unknown,never,no
34,714,nov,never,unknown,never,yes
39,239,nov,1monthto6month,failure,low,no
31,859,nov,6monthsto1year,failure,low,no
31,225,nov,1monthto6month,other,med,no
55,54,nov,never,unknown,never,no
35,336,nov,never,unknown,never,no
30,108,nov,never,unknown,never,no
47,108,nov,never,unknown,never,no
30,49,nov,never,unknown,never,no
37,1221,nov,never,unknown,never,no
54,105,nov,never,unknown,never,no
54,289,nov,never,unknown,never,no
46,729,nov,never,unknown,never,yes
45,127,nov,1monthto6month,failure,low,no
31,846,nov,1monthto6month,success,low,no
52,151,nov,never,unknown,never,no
30,71,nov,never,unknown,never,no
49,215,nov,never,unknown,never,no
34,248,nov,never,unknown,never,no
47,591,nov,1months,failure,low,yes
39,1158,nov,never,unknown,never,yes
52,337,nov,never,unknown,never,no
50,349,nov,never,unknown,never,no
31,614,nov,never,unknown,never,yes
43,63,nov,never,unknown,never,no
50,714,nov,never,unknown,never,no
41,558,nov,never,unknown,never,yes
30,569,nov,1monthto6month,other,low,no
42,46,nov,1monthto6month,failure,low,no
46,153,nov,6monthsto1year,failure,low,no
53,22,nov,1monthto6month,failure,low,no
30,89,nov,never,unknown,never,no
31,208,nov,never,unknown,never,no
32,253,nov,never,unknown,never,no
35,240,nov,never,unknown,never,no
33,321,nov,never,unknown,never,no
39,104,nov,never,unknown,never,no
32,104,nov,6monthsto1year,failure,low,no
44,63,nov,never,unknown,never,no
36,146,nov,never,unknown,never,no
46,81,nov,never,unknown,never,no
31,423,nov,1monthto6month,failure,low,no
46,104,nov,6monthsto1year,failure,low,no
43,504,nov,never,unknown,never,yes
33,113,nov,1monthto6month,failure,low,no
31,116,nov,never,unknown,never,no
40,348,nov,1monthto6month,other,low,no
37,71,nov,never,unknown,never,no
33,134,nov,never,unknown,never,no
44,62,nov,never,unknown,never,no
42,45,nov,never,unknown,never,no
33,588,nov,6monthsto1year,failure,low,no
35,267,nov,never,unknown,never,no
30,528,nov,never,unknown,never,yes
30,76,nov,never,unknown,never,no
59,530,nov,1monthto6month,failure,low,yes
31,279,nov,never,unknown,never,no
32,462,nov,never,unknown,never,no
39,648,nov,never,unknown,never,yes
35,318,nov,never,unknown,never,no
44,200,nov,never,unknown,never,no
35,258,nov,1monthto6month,failure,low,no
41,158,nov,never,unknown,never,no
37,567,nov,6monthsto1year,other,low,no
30,73,nov,1monthto6month,failure,low,no
49,13,nov,1monthto6month,other,low,no
45,470,nov,never,unknown,never,no
38,152,nov,never,unknown,never,no
38,228,nov,never,unknown,never,no
37,22,nov,never,unknown,never,no
58,91,nov,never,unknown,never,no
52,346,nov,1monthto6month,failure,low,no
41,174,nov,never,unknown,never,no
43,107,nov,never,unknown,never,no
50,167,nov,never,unknown,never,no
48,609,nov,never,unknown,never,yes
33,86,nov,never,unknown,never,no
30,710,nov,never,unknown,never,yes
40,110,nov,6monthsto1year,failure,low,no
50,530,nov,never,unknown,never,yes
36,73,nov,never,unknown,never,no
31,529,nov,never,unknown,never,yes
31,635,nov,1monthto6month,failure,low,yes
35,254,nov,never,unknown,never,no
35,106,nov,never,unknown,never,no
34,40,nov,never,unknown,never,no
30,641,nov,never,unknown,never,yes
32,183,nov,1monthto6month,failure,low,no
30,302,nov,1monthto6month,failure,low,no
33,195,nov,never,unknown,never,no
32,195,nov,never,unknown,never,no
57,585,nov,never,unknown,never,no
47,501,nov,never,unknown,never,no
44,187,nov,never,unknown,never,no
30,436,nov,1monthto6month,other,low,yes
43,36,nov,1monthto6month,other,low,no
59,222,nov,never,unknown,never,no
32,131,nov,never,unknown,never,no
40,112,nov,never,unknown,never,no
42,158,nov,never,unknown,never,no
57,67,nov,never,unknown,never,no
50,30,nov,never,unknown,never,no
58,53,nov,never,unknown,never,no
46,344,nov,never,unknown,never,no
45,46,nov,1monthto6month,other,low,no
44,103,nov,1monthto6month,failure,low,no
36,174,nov,never,unknown,never,no
31,74,nov,never,unknown,never,no
47,462,nov,never,unknown,never,yes
33,57,nov,never,unknown,never,no
49,105,nov,never,unknown,never,no
50,55,nov,never,unknown,never,no
34,114,nov,never,unknown,never,no
32,206,nov,never,unknown,never,no
47,132,nov,6monthsto1year,other,low,no
49,126,nov,never,unknown,never,no
35,175,nov,never,unknown,never,no
49,43,nov,never,unknown,never,no
42,824,nov,never,unknown,never,yes
30,140,nov,never,unknown,never,no
31,66,nov,6monthsto1year,failure,low,no
33,148,nov,never,unknown,never,no
43,32,nov,never,unknown,never,no
34,81,nov,never,unknown,never,no
32,149,nov,never,unknown,never,no
51,41,nov,never,unknown,never,no
38,1166,nov,1monthto6month,other,low,no
36,161,nov,never,unknown,never,no
34,91,nov,never,unknown,never,no
47,262,nov,never,unknown,never,no
52,217,nov,never,unknown,never,no
31,106,nov,never,unknown,never,no
36,341,nov,never,unknown,never,no
34,393,nov,1monthto6month,failure,low,no
41,1055,nov,1monthto6month,other,low,no
38,181,nov,never,unknown,never,no
49,218,nov,never,unknown,never,no
30,429,nov,never,unknown,never,no
48,327,nov,6monthsto1year,failure,low,no
33,374,nov,never,unknown,never,no
32,58,nov,6monthsto1year,failure,low,no
49,201,nov,1monthto6month,failure,low,no
37,102,nov,never,unknown,never,no
50,65,nov,never,unknown,never,no
46,221,nov,never,unknown,never,no
34,146,nov,1monthto6month,failure,low,no
31,957,nov,6monthsto1year,failure,low,yes
32,202,nov,never,unknown,never,no
59,161,nov,never,unknown,never,no
30,758,nov,never,unknown,never,yes
58,167,nov,never,unknown,never,no
31,145,nov,never,unknown,never,no
34,56,nov,1monthto6month,other,low,no
52,89,nov,never,unknown,never,no
34,963,nov,never,unknown,never,yes
34,203,nov,never,unknown,never,no
53,796,nov,1monthto6month,failure,low,yes
56,189,nov,never,unknown,never,no
31,74,nov,never,unknown,never,no
34,1022,nov,never,unknown,never,yes
44,279,nov,never,unknown,never,no
36,154,nov,never,unknown,never,no
35,89,nov,1monthto6month,other,low,no
57,553,nov,never,unknown,never,yes
38,143,nov,never,unknown,never,no
45,169,nov,1monthto6month,other,med,no
51,80,nov,never,unknown,never,no
41,372,nov,never,unknown,never,yes
39,44,nov,never,unknown,never,no
40,170,nov,never,unknown,never,no
42,133,nov,never,unknown,never,no
41,49,nov,never,unknown,never,no
49,586,nov,never,unknown,never,no
43,189,nov,never,unknown,never,no
51,218,nov,never,unknown,never,no
52,235,nov,never,unknown,never,no
43,105,nov,never,unknown,never,no
40,849,nov,never,unknown,never,yes
31,5,nov,never,unknown,never,no
46,271,nov,never,unknown,never,no
46,893,nov,never,unknown,never,yes
37,555,nov,never,unknown,never,yes
31,150,nov,never,unknown,never,no
31,326,nov,never,unknown,never,no
57,1182,nov,never,unknown,never,no
34,144,nov,6monthsto1year,failure,low,no
37,169,nov,1monthto6month,other,low,no
47,57,nov,1monthto6month,failure,low,no
57,102,nov,never,unknown,never,no
53,302,nov,never,unknown,never,no
52,76,nov,1monthto6month,failure,low,no
40,114,nov,never,unknown,never,no
55,42,nov,never,unknown,never,no
52,81,nov,never,unknown,never,no
40,199,nov,never,unknown,never,no
48,73,nov,1monthto6month,failure,low,no
37,184,nov,never,unknown,never,no
43,51,nov,never,unknown,never,no
32,63,nov,never,unknown,never,no
35,278,nov,never,unknown,never,no
56,70,nov,never,unknown,never,no
49,60,nov,never,unknown,never,no
35,113,nov,never,unknown,never,no
49,70,nov,never,unknown,never,no
40,13,nov,1monthto6month,failure,low,no
33,44,nov,never,unknown,never,no
45,79,nov,1monthto6month,failure,low,no
54,401,nov,1monthto6month,failure,low,no
33,214,nov,never,unknown,never,no
41,59,nov,never,unknown,never,no
50,64,nov,never,unknown,never,no
30,105,nov,1monthto6month,failure,low,no
56,167,nov,never,unknown,never,no
45,526,nov,never,unknown,never,no
31,128,nov,never,unknown,never,no
46,64,nov,never,unknown,never,no
39,573,nov,never,unknown,never,no
54,206,nov,never,unknown,never,no
51,36,nov,never,unknown,never,no
38,160,nov,1monthto6month,failure,low,no
39,83,nov,never,unknown,never,no
52,425,nov,never,unknown,never,no
50,166,nov,never,unknown,never,no
32,330,nov,never,unknown,never,no
31,283,nov,1monthto6month,failure,low,no
40,365,nov,1monthto6month,failure,low,no
47,109,nov,never,unknown,never,no
46,162,nov,never,unknown,never,no
43,144,nov,never,unknown,never,no
31,49,nov,never,unknown,never,no
34,320,nov,never,unknown,never,no
50,397,nov,never,unknown,never,no
38,140,nov,6monthsto1year,failure,low,no
32,80,nov,never,unknown,never,no
35,70,nov,never,unknown,never,no
31,316,nov,1monthto6month,other,low,yes
42,306,nov,never,unknown,never,no
54,70,nov,never,unknown,never,no
37,202,nov,1monthto6month,failure,low,no
34,55,nov,never,unknown,never,no
38,98,nov,never,unknown,never,no
33,552,nov,1monthto6month,failure,low,no
54,312,nov,1monthto6month,other,low,no
53,199,nov,never,unknown,never,no
45,89,nov,1monthto6month,failure,low,no
41,48,nov,never,unknown,never,no
35,171,nov,never,unknown,never,no
39,744,nov,never,unknown,never,no
40,79,nov,1monthto6month,failure,low,no
58,850,nov,never,unknown,never,yes
53,102,nov,1monthto6month,failure,low,no
36,115,nov,never,unknown,never,no
44,778,nov,never,unknown,never,no
49,233,nov,never,unknown,never,no
52,70,nov,never,unknown,never,no
57,162,nov,never,unknown,never,no
35,38,nov,1monthto6month,failure,low,no
49,8,nov,never,unknown,never,no
34,18,nov,never,unknown,never,no
57,26,nov,never,unknown,never,no
35,72,nov,never,unknown,never,no
41,164,nov,1monthto6month,failure,low,no
35,112,nov,never,unknown,never,no
39,18,nov,never,unknown,never,no
55,55,nov,never,unknown,never,no
32,296,nov,never,unknown,never,no
36,203,nov,never,unknown,never,no
32,186,nov,1monthto6month,other,low,no
37,44,nov,never,unknown,never,no
37,227,nov,never,unknown,never,no
35,86,nov,never,unknown,never,no
54,532,nov,never,unknown,never,no
37,326,nov,never,unknown,never,no
31,197,nov,never,unknown,never,no
53,84,nov,never,unknown,never,no
42,752,nov,never,unknown,never,no
50,35,nov,1monthto6month,failure,low,no
31,252,nov,1monthto6month,failure,low,no
35,64,nov,6monthsto1year,failure,low,no
35,26,nov,never,unknown,never,no
34,102,nov,never,unknown,never,no
33,183,nov,6monthsto1year,failure,low,no
42,110,nov,never,unknown,never,no
44,67,nov,never,unknown,never,no
35,180,nov,never,unknown,never,no
58,182,nov,never,unknown,never,no
39,749,nov,never,unknown,never,yes
49,450,nov,never,unknown,never,no
47,28,nov,never,unknown,never,no
31,119,nov,1monthto6month,failure,low,no
45,135,nov,never,unknown,never,no
47,902,nov,1monthto6month,other,low,yes
44,1074,nov,never,unknown,never,yes
34,798,nov,6monthsto1year,failure,low,no
44,661,nov,never,unknown,never,no
40,492,nov,never,unknown,never,no
43,142,nov,never,unknown,never,no
36,43,nov,never,unknown,never,no
35,168,nov,never,unknown,never,no
32,82,nov,never,unknown,never,no
42,98,nov,never,unknown,never,no
39,63,nov,never,unknown,never,no
49,264,nov,1monthto6month,failure,low,no
47,118,nov,1monthto6month,failure,low,no
32,171,nov,never,unknown,never,no
55,124,nov,never,unknown,never,no
54,168,nov,never,unknown,never,no
57,232,nov,never,unknown,never,no
41,190,nov,never,unknown,never,no
37,10,nov,1monthto6month,failure,low,no
40,456,nov,1monthto6month,failure,low,no
30,312,nov,never,unknown,never,no
30,45,nov,never,unknown,never,no
40,7,nov,6monthsto1year,failure,low,no
41,124,nov,never,unknown,never,no
35,189,nov,1monthto6month,other,low,no
51,126,nov,1monthto6month,failure,low,no
31,208,nov,never,unknown,never,no
32,11,nov,never,unknown,never,no
37,232,nov,never,unknown,never,no
36,109,nov,6monthsto1year,failure,low,no
39,28,nov,1monthto6month,failure,low,no
34,69,nov,never,unknown,never,no
34,148,nov,never,unknown,never,no
41,104,nov,never,unknown,never,no
30,206,nov,1monthto6month,other,low,no
37,65,nov,never,unknown,never,no
45,980,nov,never,unknown,never,yes
48,82,nov,1monthto6month,failure,low,no
38,45,nov,1monthto6month,failure,low,no
43,56,nov,never,unknown,never,no
36,62,nov,1monthto6month,failure,low,no
31,16,nov,never,unknown,never,no
32,102,nov,never,unknown,never,no
39,52,nov,1monthto6month,failure,low,no
33,58,nov,1monthto6month,failure,low,no
33,55,nov,never,unknown,never,no
32,224,nov,never,unknown,never,no
48,213,nov,never,unknown,never,no
49,226,nov,never,unknown,never,no
32,48,nov,never,unknown,never,no
44,163,nov,never,unknown,never,no
32,24,nov,never,unknown,never,no
39,219,nov,6monthsto1year,failure,low,no
37,103,nov,never,unknown,never,no
35,152,nov,never,unknown,never,no
34,65,nov,never,unknown,never,no
30,531,nov,6monthsto1year,failure,low,no
43,94,nov,never,unknown,never,no
42,171,nov,never,unknown,never,no
30,108,nov,never,unknown,never,no
46,104,nov,never,unknown,never,no
35,937,nov,never,unknown,never,yes
43,62,nov,1monthto6month,failure,low,no
56,220,nov,never,unknown,never,no
59,40,nov,never,unknown,never,no
35,50,nov,never,unknown,never,no
35,53,nov,never,unknown,never,no
43,149,nov,1monthto6month,failure,low,no
38,119,nov,1monthto6month,failure,low,no
50,144,nov,never,unknown,never,no
43,259,nov,never,unknown,never,no
57,107,nov,6monthsto1year,failure,low,no
33,381,nov,1monthto6month,failure,low,no
36,137,nov,never,unknown,never,no
31,226,nov,never,unknown,never,no
32,157,nov,never,unknown,never,no
33,347,nov,6monthsto1year,failure,low,no
32,76,nov,1monthto6month,failure,low,no
47,58,nov,1monthto6month,failure,low,no
39,673,nov,never,unknown,never,no
32,44,nov,6monthsto1year,failure,low,no
55,85,nov,never,unknown,never,no
34,18,nov,never,unknown,never,no
34,26,nov,never,unknown,never,no
44,116,nov,never,unknown,never,no
39,127,nov,never,unknown,never,no
54,75,nov,never,unknown,never,no
31,71,nov,6monthsto1year,other,low,no
31,161,nov,never,unknown,never,no
32,77,nov,never,unknown,never,no
45,162,nov,never,unknown,never,no
30,197,nov,never,unknown,never,no
35,47,nov,never,unknown,never,no
59,311,nov,never,unknown,never,no
58,53,nov,1monthto6month,failure,low,no
30,98,nov,never,unknown,never,no
40,133,nov,never,unknown,never,no
41,549,nov,never,unknown,never,yes
33,285,nov,1monthto6month,other,low,no
51,72,nov,never,unknown,never,no
40,182,nov,1monthto6month,failure,low,no
34,34,nov,never,unknown,never,no
39,183,nov,1monthto6month,failure,low,no
31,158,nov,never,unknown,never,no
48,270,nov,never,unknown,never,no
38,57,nov,6monthsto1year,success,low,no
38,1199,nov,1monthto6month,other,low,no
57,36,nov,never,unknown,never,no
57,220,nov,never,unknown,never,no
33,380,nov,never,unknown,never,no
57,161,nov,never,unknown,never,no
30,653,nov,never,unknown,never,no
30,24,nov,never,unknown,never,no
48,150,nov,never,unknown,never,no
45,362,nov,never,unknown,never,no
33,654,nov,never,unknown,never,yes
40,527,nov,1monthto6month,other,low,no
48,120,nov,never,unknown,never,no
39,151,nov,never,unknown,never,no
36,455,nov,1monthto6month,other,low,no
54,490,nov,never,unknown,never,no
30,834,nov,never,unknown,never,yes
30,72,nov,never,unknown,never,no
47,83,nov,never,unknown,never,no
53,184,nov,never,unknown,never,no
33,141,nov,never,unknown,never,no
59,124,nov,never,unknown,never,no
38,101,nov,never,unknown,never,no
52,294,nov,1monthto6month,failure,low,no
34,94,nov,6monthsto1year,failure,low,no
56,13,nov,never,unknown,never,no
32,51,nov,never,unknown,never,no
54,353,nov,1monthto6month,failure,low,no
49,93,nov,never,unknown,never,no
39,48,nov,1monthto6month,failure,low,no
43,50,nov,1monthto6month,other,low,no
30,718,nov,never,unknown,never,no
31,114,nov,never,unknown,never,no
34,161,nov,never,unknown,never,no
43,120,nov,never,unknown,never,no
56,150,nov,never,unknown,never,no
41,41,nov,1monthto6month,failure,low,no
36,94,nov,never,unknown,never,no
30,816,nov,never,unknown,never,no
33,240,nov,never,unknown,never,no
30,1571,nov,never,unknown,never,yes
59,75,nov,never,unknown,never,no
39,108,nov,never,unknown,never,no
48,47,nov,never,unknown,never,no
31,536,nov,never,unknown,never,yes
31,290,nov,never,unknown,never,no
55,148,nov,1monthto6month,failure,low,no
35,229,nov,never,unknown,never,no
39,185,nov,never,unknown,never,no
45,68,nov,never,unknown,never,no
32,906,nov,1monthto6month,failure,low,no
40,124,nov,1monthto6month,failure,low,no
50,319,nov,never,unknown,never,no
32,157,nov,never,unknown,never,no
31,48,nov,never,unknown,never,no
32,89,nov,never,unknown,never,no
36,106,nov,never,unknown,never,no
32,92,nov,never,unknown,never,no
30,566,nov,never,unknown,never,yes
45,56,nov,1monthto6month,failure,low,no
57,45,nov,never,unknown,never,no
37,20,nov,1monthto6month,failure,low,no
41,94,nov,1monthto6month,other,low,no
44,123,nov,never,unknown,never,no
39,408,nov,never,unknown,never,no
35,12,nov,never,unknown,never,no
30,75,nov,never,unknown,never,no
42,664,nov,never,unknown,never,yes
32,383,nov,1monthto6month,failure,low,no
32,78,nov,never,unknown,never,no
33,159,nov,never,unknown,never,no
44,297,nov,never,unknown,never,no
57,61,nov,never,unknown,never,no
53,104,nov,6monthsto1year,other,low,no
40,222,nov,never,unknown,never,no
31,7,nov,never,unknown,never,no
52,79,nov,never,unknown,never,no
30,527,nov,never,unknown,never,no
32,53,nov,never,unknown,never,no
57,126,nov,never,unknown,never,no
40,661,nov,never,unknown,never,no
52,224,nov,1monthto6month,failure,low,no
36,20,nov,never,unknown,never,no
49,59,nov,never,unknown,never,no
36,10,nov,never,unknown,never,no
30,78,nov,never,unknown,never,no
34,21,nov,never,unknown,never,no
57,55,nov,6monthsto1year,failure,low,no
45,207,nov,never,unknown,never,no
47,85,nov,6monthsto1year,failure,low,no
41,188,nov,never,unknown,never,no
34,50,nov,never,unknown,never,no
32,103,nov,never,unknown,never,no
57,757,nov,never,unknown,never,no
41,624,nov,never,unknown,never,no
57,570,nov,never,unknown,never,no
40,139,nov,1monthto6month,failure,low,no
47,157,nov,never,unknown,never,no
49,579,nov,never,unknown,never,yes
51,58,nov,never,unknown,never,no
42,328,nov,never,unknown,never,no
32,366,nov,1monthto6month,success,low,no
35,1555,nov,never,unknown,never,yes
59,373,nov,never,unknown,never,yes
37,150,nov,never,unknown,never,no
31,504,nov,1monthto6month,failure,low,yes
43,146,nov,never,unknown,never,no
57,655,nov,never,unknown,never,no
43,69,nov,never,unknown,never,no
41,139,nov,1monthto6month,failure,low,no
31,51,nov,1monthto6month,failure,low,no
59,175,nov,1monthto6month,failure,low,no
52,85,nov,never,unknown,never,no
46,128,nov,never,unknown,never,no
43,11,nov,never,unknown,never,no
55,237,nov,6monthsto1year,failure,low,no
55,82,nov,1monthto6month,success,low,no
49,33,nov,never,unknown,never,no
44,52,nov,never,unknown,never,no
51,289,nov,never,unknown,never,no
40,43,nov,6monthsto1year,failure,low,no
37,101,nov,never,unknown,never,no
30,402,nov,1monthto6month,failure,low,no
53,59,nov,never,unknown,never,no
32,158,nov,1monthto6month,failure,low,no
32,221,nov,never,unknown,never,no
45,39,nov,never,unknown,never,no
35,166,nov,never,unknown,never,no
40,73,nov,never,unknown,never,no
36,89,nov,never,unknown,never,no
53,140,nov,never,unknown,never,no
31,608,nov,never,unknown,never,no
31,240,nov,never,unknown,never,no
36,98,nov,never,unknown,never,no
45,173,nov,6monthsto1year,failure,low,no
31,584,nov,never,unknown,never,no
42,137,nov,never,unknown,never,no
32,379,nov,never,unknown,never,no
34,177,nov,6monthsto1year,failure,low,no
47,1036,nov,never,unknown,never,no
58,675,nov,1monthto6month,failure,low,no
38,139,nov,never,unknown,never,no
31,377,nov,never,unknown,never,no
31,86,nov,never,unknown,never,no
53,92,nov,never,unknown,never,no
57,181,nov,never,unknown,never,no
37,197,nov,1monthto6month,failure,low,no
31,394,nov,1monthto6month,other,low,no
56,65,nov,never,unknown,never,no
51,8,nov,never,unknown,never,no
32,82,nov,6monthsto1year,failure,low,no
36,70,nov,never,unknown,never,no
41,519,nov,never,unknown,never,no
44,61,nov,never,unknown,never,no
39,46,nov,never,unknown,never,no
40,163,nov,1monthto6month,failure,low,no
39,292,nov,never,unknown,never,no
43,314,nov,never,unknown,never,yes
46,162,nov,never,unknown,never,no
34,39,nov,never,unknown,never,no
34,360,nov,never,unknown,never,no
45,230,nov,never,unknown,never,no
34,25,nov,never,unknown,never,no
41,162,nov,never,unknown,never,no
38,155,nov,never,unknown,never,no
52,61,nov,1monthto6month,failure,low,no
44,32,nov,1monthto6month,other,low,no
53,251,nov,never,unknown,never,no
45,22,nov,1monthto6month,failure,low,no
30,58,nov,never,unknown,never,no
46,281,nov,never,unknown,never,no
34,36,nov,never,unknown,never,no
34,165,nov,never,unknown,never,no
41,285,nov,1monthto6month,failure,low,no
30,459,nov,never,unknown,never,yes
50,98,nov,never,unknown,never,no
36,29,nov,never,unknown,never,no
46,1540,nov,never,unknown,never,yes
32,39,nov,never,unknown,never,no
31,544,nov,never,unknown,never,no
38,663,nov,never,unknown,never,yes
42,173,nov,1monthto6month,failure,low,no
34,122,nov,6monthsto1year,failure,low,no
30,695,nov,never,unknown,never,no
33,88,nov,never,unknown,never,no
36,369,nov,never,unknown,never,no
32,148,nov,never,unknown,never,no
55,64,nov,never,unknown,never,no
59,216,nov,never,unknown,never,no
54,219,nov,never,unknown,never,no
39,90,nov,never,unknown,never,no
32,164,nov,never,unknown,never,no
30,156,nov,never,unknown,never,no
56,147,nov,never,unknown,never,no
30,681,nov,never,unknown,never,yes
49,129,nov,never,unknown,never,no
46,169,nov,never,unknown,never,no
52,268,nov,never,unknown,never,no
43,585,nov,6monthsto1year,failure,low,no
45,36,nov,never,unknown,never,no
49,129,nov,never,unknown,never,no
41,888,nov,never,unknown,never,no
37,14,nov,never,unknown,never,no
35,808,nov,never,unknown,never,yes
41,305,nov,never,unknown,never,no
55,18,nov,1monthto6month,other,low,no
55,87,nov,never,unknown,never,no
31,77,nov,never,unknown,never,no
34,107,nov,never,unknown,never,no
33,132,nov,never,unknown,never,no
49,382,nov,never,unknown,never,no
37,39,nov,6monthsto1year,failure,low,no
50,13,nov,never,unknown,never,no
43,775,nov,never,unknown,never,yes
55,48,nov,1monthto6month,failure,low,no
58,1032,nov,1monthto6month,failure,low,no
32,278,nov,never,unknown,never,no
34,705,nov,never,unknown,never,yes
33,225,nov,never,unknown,never,no
36,64,nov,1monthto6month,failure,low,no
37,634,nov,never,unknown,never,no
52,965,nov,never,unknown,never,yes
41,855,nov,never,unknown,never,no
33,258,nov,1monthto6month,failure,low,no
35,484,nov,never,unknown,never,no
39,229,nov,never,unknown,never,no
33,330,nov,never,unknown,never,no
43,41,nov,never,unknown,never,no
30,95,nov,never,unknown,never,no
46,1222,nov,never,unknown,never,yes
31,639,nov,1monthto6month,failure,low,no
50,75,nov,never,unknown,never,no
49,123,nov,never,unknown,never,no
38,711,nov,never,unknown,never,no
39,271,nov,never,unknown,never,no
51,178,nov,never,unknown,never,no
46,534,nov,never,unknown,never,yes
30,432,nov,6monthsto1year,other,low,no
48,104,nov,never,unknown,never,no
54,1195,nov,1monthto6month,other,low,no
53,168,nov,never,unknown,never,no
47,229,nov,never,unknown,never,no
42,127,nov,never,unknown,never,no
33,59,nov,never,unknown,never,no
49,158,nov,never,unknown,never,no
33,246,nov,never,unknown,never,no
33,70,nov,never,unknown,never,no
34,378,nov,never,unknown,never,no
34,244,nov,never,unknown,never,no
35,140,nov,never,unknown,never,no
31,210,nov,never,unknown,never,no
33,11,nov,never,unknown,never,no
31,214,nov,never,unknown,never,no
30,208,nov,1monthto6month,failure,low,no
40,12,nov,1monthto6month,failure,low,no
45,358,nov,never,unknown,never,no
38,407,nov,6monthsto1year,other,low,no
45,64,nov,never,unknown,never,no
45,197,nov,1monthto6month,other,low,no
42,126,nov,never,unknown,never,no
35,109,nov,6monthsto1year,failure,low,no
39,205,nov,never,unknown,never,no
44,570,nov,never,unknown,never,no
47,127,nov,1monthto6month,other,low,no
37,331,nov,never,unknown,never,yes
48,307,nov,never,unknown,never,no
37,14,nov,never,unknown,never,no
50,163,nov,1monthto6month,failure,low,no
46,27,nov,1monthto6month,other,low,no
52,13,nov,never,unknown,never,no
38,64,nov,never,unknown,never,no
42,136,nov,1monthto6month,failure,low,no
43,170,nov,never,unknown,never,no
45,171,nov,never,unknown,never,no
36,136,nov,never,unknown,never,no
41,25,nov,never,unknown,never,no
33,337,nov,6monthsto1year,failure,low,no
35,72,nov,never,unknown,never,no
37,158,nov,never,unknown,never,no
36,139,nov,never,unknown,never,no
30,82,nov,never,unknown,never,no
33,201,nov,never,unknown,never,no
33,7,nov,never,unknown,never,no
34,15,nov,never,unknown,never,no
37,14,nov,6monthsto1year,other,low,no
45,391,nov,1monthto6month,failure,low,no
32,21,nov,1monthto6month,other,low,no
47,129,nov,never,unknown,never,no
32,118,nov,1monthto6month,failure,low,no
32,149,nov,never,unknown,never,no
35,21,nov,6monthsto1year,failure,low,no
55,223,nov,6monthsto1year,other,low,no
49,345,nov,never,unknown,never,no
33,211,nov,1monthto6month,failure,low,no
41,6,nov,never,unknown,never,no
52,73,nov,never,unknown,never,no
42,321,nov,1monthto6month,failure,low,no
41,110,nov,never,unknown,never,no
