age,balance,campaign,contact,day,default,duration,education,housing,job,loan,marital,month,pdays,poutcome,previous,y
52,3510,7,telephone,24,no,193,secondary,yes,employed,no,married,jul,-1,unknown,0,no
54,0,2,cellular,24,no,140,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
35,1290,1,cellular,24,no,211,secondary,yes,employed,no,married,jul,-1,unknown,0,no
59,867,1,cellular,24,no,120,primary,yes,employed,no,divorced,jul,-1,unknown,0,no
29,1022,1,cellular,24,no,408,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
31,6525,1,cellular,24,no,169,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
33,990,2,cellular,24,no,1491,tertiary,yes,employed,no,divorced,jul,-1,unknown,0,yes
28,1241,1,cellular,24,no,343,secondary,no,employed,no,single,jul,-1,unknown,0,no
35,3,1,cellular,24,no,90,primary,no,unemployed,no,married,jul,-1,unknown,0,no
49,27,2,cellular,24,no,63,secondary,yes,employed,no,married,jul,-1,unknown,0,no
35,1001,2,cellular,24,no,178,secondary,no,employed,yes,single,jul,-1,unknown,0,no
36,124,4,telephone,24,no,308,tertiary,yes,employed,no,single,jul,-1,unknown,0,no
47,751,14,cellular,24,no,408,tertiary,no,employed,no,married,jul,-1,unknown,0,no
36,1281,2,telephone,24,no,119,secondary,no,employed,no,single,jul,-1,unknown,0,no
47,751,1,cellular,24,no,99,unknown,yes,employed,no,married,jul,-1,unknown,0,no
30,-68,1,cellular,24,no,78,secondary,yes,employed,yes,married,jul,-1,unknown,0,no
28,981,1,cellular,24,no,225,secondary,yes,employed,no,single,jul,-1,unknown,0,no
50,1679,2,cellular,24,no,604,tertiary,yes,employed,no,divorced,jul,-1,unknown,0,no
35,0,1,cellular,24,no,250,secondary,yes,employed,yes,married,jul,-1,unknown,0,no
33,0,1,cellular,24,no,208,secondary,yes,employed,no,married,jul,-1,unknown,0,no
48,271,1,cellular,24,no,23,secondary,yes,employed,yes,divorced,jul,-1,unknown,0,no
56,1922,2,cellular,24,no,247,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
34,176,1,cellular,24,no,78,primary,no,employed,no,married,jul,-1,unknown,0,no
45,-577,1,cellular,24,yes,204,tertiary,yes,employed,yes,married,jul,-1,unknown,0,no
39,0,3,cellular,24,no,90,unknown,no,employed,no,married,jul,-1,unknown,0,no
34,889,1,cellular,24,no,539,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
32,597,1,cellular,24,no,869,tertiary,no,employed,yes,single,jul,-1,unknown,0,no
29,428,2,cellular,24,no,273,secondary,yes,employed,no,single,jul,-1,unknown,0,no
37,352,2,cellular,24,no,107,secondary,yes,employed,no,married,jul,-1,unknown,0,no
26,1292,4,cellular,24,no,48,secondary,yes,employed,no,single,jul,-1,unknown,0,no
27,2729,2,cellular,24,no,218,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
32,3717,1,cellular,24,no,91,secondary,no,employed,yes,divorced,jul,-1,unknown,0,no
43,0,2,cellular,24,no,229,secondary,yes,unemployed,no,divorced,jul,-1,unknown,0,no
33,277,2,cellular,24,no,57,tertiary,no,employed,no,married,jul,-1,unknown,0,no
51,33,2,cellular,24,no,624,primary,yes,employed,no,married,jul,-1,unknown,0,no
45,2718,2,cellular,24,no,304,secondary,yes,employed,no,married,jul,-1,unknown,0,no
30,2702,2,cellular,24,no,129,secondary,yes,employed,no,single,jul,-1,unknown,0,no
38,69,2,cellular,24,no,915,secondary,no,employed,yes,married,jul,-1,unknown,0,no
25,1747,1,cellular,24,no,903,secondary,yes,unemployed,no,single,jul,-1,unknown,0,yes
53,602,2,cellular,24,no,58,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
43,0,12,telephone,24,no,122,secondary,no,employed,no,married,jul,-1,unknown,0,no
43,222,2,cellular,24,no,203,primary,no,unemployed,no,married,jul,-1,unknown,0,no
45,59,8,cellular,24,no,873,secondary,yes,employed,no,divorced,jul,-1,unknown,0,yes
50,201,1,cellular,24,no,248,tertiary,yes,employed,no,divorced,jul,-1,unknown,0,no
33,930,2,cellular,24,no,149,secondary,no,employed,yes,married,jul,-1,unknown,0,no
57,-64,1,telephone,24,no,147,primary,yes,unemployed,no,married,jul,-1,unknown,0,no
26,-16,1,cellular,24,no,1036,secondary,yes,employed,no,married,jul,-1,unknown,0,no
25,4718,1,cellular,24,no,709,secondary,no,employed,no,single,jul,-1,unknown,0,yes
46,145,5,cellular,24,no,72,secondary,yes,employed,no,divorced,jul,-1,unknown,0,no
30,-985,4,telephone,24,yes,28,secondary,no,employed,no,single,jul,-1,unknown,0,no
36,-19,1,cellular,24,no,185,unknown,no,employed,yes,married,jul,-1,unknown,0,no
56,360,2,cellular,24,no,98,secondary,yes,employed,yes,married,jul,-1,unknown,0,no
50,-701,1,cellular,24,no,148,secondary,yes,employed,yes,divorced,jul,-1,unknown,0,no
47,2458,3,cellular,24,no,172,unknown,no,employed,no,married,jul,-1,unknown,0,no
52,7,5,cellular,24,no,150,secondary,no,employed,no,divorced,jul,-1,unknown,0,no
50,5260,2,cellular,24,no,51,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
37,7612,4,cellular,24,no,1206,tertiary,no,employed,no,single,jul,-1,unknown,0,no
30,14,2,cellular,24,no,90,tertiary,no,employed,no,married,jul,-1,unknown,0,no
58,5567,1,cellular,24,no,1869,secondary,no,employed,no,married,jul,-1,unknown,0,no
39,334,4,telephone,24,no,575,secondary,yes,employed,no,married,jul,-1,unknown,0,no
42,634,2,cellular,24,no,256,secondary,yes,employed,no,married,jul,-1,unknown,0,no
36,268,1,cellular,24,no,823,tertiary,yes,employed,yes,married,jul,-1,unknown,0,no
39,350,2,cellular,24,no,230,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
52,134,3,cellular,24,no,81,primary,yes,employed,no,married,jul,-1,unknown,0,no
37,-59,1,cellular,24,no,56,secondary,yes,employed,yes,married,jul,-1,unknown,0,no
28,169,2,cellular,24,no,245,secondary,yes,employed,no,married,jul,-1,unknown,0,no
28,214,3,cellular,24,no,332,secondary,yes,employed,yes,married,jul,-1,unknown,0,no
32,0,2,cellular,24,no,151,secondary,yes,employed,no,married,jul,-1,unknown,0,no
30,78,1,cellular,24,no,132,secondary,yes,employed,no,divorced,jul,-1,unknown,0,no
49,-39,3,cellular,24,no,147,secondary,yes,employed,yes,divorced,jul,-1,unknown,0,no
43,5,1,cellular,24,no,953,secondary,yes,employed,no,married,jul,-1,unknown,0,no
59,3331,3,cellular,24,no,43,tertiary,yes,employed,no,divorced,jul,-1,unknown,0,no
29,223,1,cellular,24,no,1259,secondary,no,employed,no,single,jul,-1,unknown,0,no
29,658,1,cellular,24,no,267,secondary,yes,employed,no,married,jul,-1,unknown,0,no
25,674,2,cellular,24,no,736,secondary,no,employed,no,single,jul,-1,unknown,0,no
31,0,1,cellular,24,no,362,secondary,yes,employed,no,single,jul,-1,unknown,0,no
31,33,2,cellular,24,no,901,primary,yes,employed,no,married,jul,-1,unknown,0,yes
32,-156,2,cellular,24,no,129,primary,yes,employed,no,divorced,jul,-1,unknown,0,no
46,8873,2,cellular,24,no,314,primary,yes,employed,no,married,jul,-1,unknown,0,no
30,-224,3,cellular,24,no,79,primary,yes,employed,no,married,jul,-1,unknown,0,no
47,506,1,cellular,24,no,134,secondary,no,employed,no,divorced,jul,-1,unknown,0,no
42,401,9,cellular,24,no,217,tertiary,yes,employed,no,divorced,jul,-1,unknown,0,no
41,2717,2,cellular,24,no,559,secondary,yes,employed,yes,married,jul,-1,unknown,0,no
31,162,11,cellular,24,no,141,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
53,2253,1,cellular,24,no,135,primary,yes,employed,no,divorced,jul,-1,unknown,0,no
57,6,6,cellular,24,no,126,primary,yes,employed,no,married,jul,-1,unknown,0,no
60,0,14,telephone,24,no,101,secondary,yes,employed,no,married,jul,-1,unknown,0,no
38,272,1,cellular,24,no,62,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
48,595,1,cellular,24,no,464,primary,no,employed,no,married,jul,-1,unknown,0,no
40,445,1,cellular,24,no,631,tertiary,yes,employed,no,single,jul,-1,unknown,0,no
39,63,1,cellular,24,no,203,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
31,12,1,cellular,24,no,306,secondary,yes,employed,no,married,jul,-1,unknown,0,no
33,640,1,cellular,24,no,318,tertiary,no,employed,no,married,jul,-1,unknown,0,no
35,0,1,cellular,24,no,810,secondary,yes,employed,no,married,jul,-1,unknown,0,no
41,3096,6,cellular,24,no,273,secondary,yes,employed,no,married,jul,-1,unknown,0,no
33,7,1,telephone,24,no,780,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
26,3382,5,cellular,24,no,844,secondary,no,employed,no,single,jul,-1,unknown,0,no
61,291,5,cellular,24,no,286,secondary,no,unemployed,no,divorced,jul,-1,unknown,0,no
34,347,6,cellular,24,no,947,secondary,yes,employed,no,single,jul,-1,unknown,0,no
37,3226,3,cellular,24,no,226,secondary,yes,employed,yes,married,jul,-1,unknown,0,no
40,203,1,cellular,24,no,328,secondary,yes,employed,no,married,jul,-1,unknown,0,no
54,1335,1,cellular,24,no,448,secondary,yes,employed,no,married,jul,-1,unknown,0,no
40,229,10,cellular,24,no,213,primary,yes,employed,no,married,jul,-1,unknown,0,no
46,-71,2,telephone,24,no,258,tertiary,yes,employed,yes,married,jul,-1,unknown,0,no
54,1544,3,cellular,24,no,82,tertiary,no,employed,yes,married,jul,-1,unknown,0,no
25,30,2,cellular,24,no,254,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
57,224,4,cellular,24,no,180,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
25,669,2,cellular,24,no,367,primary,yes,employed,no,married,jul,-1,unknown,0,no
51,1565,3,cellular,24,no,870,tertiary,yes,employed,no,single,jul,-1,unknown,0,no
43,169,5,telephone,24,no,172,primary,no,employed,yes,married,jul,-1,unknown,0,no
45,1034,4,cellular,24,no,1820,tertiary,no,employed,yes,married,jul,-1,unknown,0,no
45,757,3,cellular,24,no,144,secondary,yes,employed,yes,single,jul,-1,unknown,0,no
53,290,3,cellular,24,no,303,tertiary,no,employed,yes,married,jul,-1,unknown,0,no
47,1430,11,cellular,24,no,120,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
44,658,2,telephone,24,no,236,primary,yes,employed,no,married,jul,-1,unknown,0,no
42,0,2,cellular,24,no,149,secondary,yes,employed,no,married,jul,-1,unknown,0,no
39,434,6,telephone,24,no,553,unknown,yes,employed,no,divorced,jul,-1,unknown,0,no
35,0,6,cellular,24,no,90,primary,yes,employed,no,married,jul,-1,unknown,0,no
33,791,2,cellular,24,no,268,secondary,yes,employed,no,divorced,jul,-1,unknown,0,no
45,1103,2,cellular,24,no,828,secondary,yes,employed,no,married,jul,-1,unknown,0,no
27,471,2,cellular,24,no,136,secondary,yes,employed,yes,single,jul,-1,unknown,0,no
30,0,2,cellular,24,no,209,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
40,191,5,cellular,24,no,806,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
57,0,2,cellular,24,no,725,secondary,yes,employed,no,married,jul,-1,unknown,0,no
26,199,6,cellular,24,no,139,secondary,no,employed,no,married,jul,-1,unknown,0,no
28,340,2,cellular,24,no,821,secondary,yes,employed,no,single,jul,-1,unknown,0,yes
54,148,3,cellular,24,no,42,tertiary,no,employed,yes,married,jul,-1,unknown,0,no
49,305,2,cellular,24,no,367,secondary,no,employed,no,divorced,jul,-1,unknown,0,yes
50,-54,3,cellular,24,no,513,secondary,no,employed,no,divorced,jul,-1,unknown,0,no
37,0,5,cellular,24,no,347,primary,yes,employed,no,married,jul,-1,unknown,0,no
42,2032,4,cellular,24,no,1173,tertiary,yes,employed,no,single,jul,-1,unknown,0,no
41,100,2,telephone,24,no,153,secondary,yes,employed,no,single,jul,-1,unknown,0,no
43,34,3,cellular,24,no,96,secondary,yes,employed,no,married,jul,-1,unknown,0,no
39,-66,5,telephone,24,no,626,secondary,no,employed,yes,married,jul,-1,unknown,0,no
33,-122,5,cellular,24,no,123,secondary,no,employed,no,married,jul,-1,unknown,0,no
35,-880,3,cellular,24,no,77,tertiary,no,employed,yes,single,jul,-1,unknown,0,no
49,2555,2,cellular,24,no,263,tertiary,no,employed,yes,single,jul,-1,unknown,0,no
37,0,6,cellular,24,no,226,tertiary,yes,employed,yes,married,jul,-1,unknown,0,no
32,62,3,cellular,24,yes,577,tertiary,no,employed,yes,single,jul,-1,unknown,0,no
59,0,3,telephone,24,no,393,secondary,no,employed,no,married,jul,-1,unknown,0,no
32,4612,4,cellular,24,no,937,secondary,yes,employed,no,divorced,jul,-1,unknown,0,no
34,3990,7,cellular,24,no,633,secondary,yes,employed,no,married,jul,-1,unknown,0,no
37,1514,3,cellular,24,no,568,tertiary,no,employed,yes,married,jul,-1,unknown,0,no
47,2,2,cellular,24,no,237,secondary,no,employed,no,married,jul,-1,unknown,0,no
45,434,19,cellular,24,no,180,secondary,no,employed,yes,married,jul,-1,unknown,0,no
29,787,2,cellular,24,no,257,primary,yes,employed,no,married,jul,-1,unknown,0,no
41,1838,4,telephone,24,no,242,secondary,yes,employed,yes,divorced,jul,-1,unknown,0,no
48,2409,2,cellular,24,no,533,secondary,yes,employed,no,married,jul,-1,unknown,0,no
33,61,4,cellular,24,no,286,secondary,no,employed,no,single,jul,-1,unknown,0,no
42,-411,3,cellular,24,no,212,tertiary,yes,employed,no,single,jul,-1,unknown,0,no
44,0,2,telephone,24,no,81,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
26,415,2,cellular,24,no,92,secondary,no,employed,no,married,jul,-1,unknown,0,no
25,1272,2,cellular,24,no,342,secondary,yes,employed,no,single,jul,-1,unknown,0,no
41,0,16,telephone,24,no,552,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
52,121,2,cellular,24,no,241,secondary,yes,employed,no,divorced,jul,-1,unknown,0,no
25,0,9,cellular,24,no,458,secondary,yes,employed,no,married,jul,-1,unknown,0,yes
28,497,6,cellular,24,no,1602,tertiary,yes,unemployed,no,single,jul,-1,unknown,0,yes
49,0,3,cellular,25,no,42,primary,yes,employed,no,married,jul,-1,unknown,0,no
55,728,2,cellular,25,no,130,unknown,yes,employed,no,married,jul,-1,unknown,0,no
43,38,6,cellular,25,no,197,tertiary,yes,employed,no,divorced,jul,-1,unknown,0,no
34,0,3,cellular,25,no,52,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
39,276,12,cellular,25,no,441,secondary,no,employed,yes,married,jul,-1,unknown,0,no
48,64,6,cellular,25,no,263,tertiary,no,employed,yes,divorced,jul,-1,unknown,0,no
55,149,6,telephone,25,no,41,tertiary,no,employed,yes,married,jul,-1,unknown,0,no
45,25,3,cellular,25,no,115,primary,no,unemployed,yes,married,jul,-1,unknown,0,no
59,402,5,telephone,25,no,69,secondary,no,unknown,no,married,jul,-1,unknown,0,no
50,619,2,telephone,25,no,219,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
49,233,2,cellular,25,no,179,secondary,yes,employed,no,married,jul,-1,unknown,0,no
35,0,3,cellular,25,yes,72,secondary,no,employed,no,single,jul,-1,unknown,0,no
54,1371,2,telephone,25,no,1492,secondary,no,unemployed,no,married,jul,-1,unknown,0,yes
42,20,2,cellular,25,no,64,tertiary,no,employed,no,divorced,jul,-1,unknown,0,no
34,775,2,cellular,25,no,210,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
27,2074,2,cellular,25,no,203,secondary,no,employed,yes,single,jul,-1,unknown,0,no
28,15,7,telephone,25,no,133,secondary,yes,employed,no,married,jul,-1,unknown,0,no
49,165,10,cellular,25,no,682,secondary,no,employed,yes,married,jul,-1,unknown,0,no
56,55,2,cellular,25,no,154,tertiary,no,employed,yes,divorced,jul,-1,unknown,0,no
46,0,2,telephone,25,no,150,secondary,no,employed,yes,married,jul,-1,unknown,0,no
31,10,9,cellular,25,no,13,secondary,yes,employed,yes,married,jul,-1,unknown,0,no
28,1628,2,cellular,25,no,1422,tertiary,yes,employed,no,single,jul,-1,unknown,0,yes
38,311,12,cellular,25,no,114,secondary,no,employed,yes,married,jul,-1,unknown,0,no
47,19,2,cellular,25,no,186,tertiary,no,employed,no,married,jul,-1,unknown,0,no
59,2365,4,telephone,25,no,159,tertiary,no,employed,yes,married,jul,-1,unknown,0,no
34,380,2,cellular,25,no,102,secondary,yes,employed,yes,divorced,jul,-1,unknown,0,no
38,21,4,cellular,25,no,65,primary,yes,employed,no,married,jul,-1,unknown,0,no
32,-220,2,cellular,25,yes,123,secondary,yes,employed,yes,married,jul,-1,unknown,0,no
27,372,2,cellular,25,no,728,tertiary,yes,employed,yes,single,jul,-1,unknown,0,yes
33,310,7,cellular,25,no,43,secondary,yes,employed,no,single,jul,-1,unknown,0,no
36,14,3,cellular,25,no,320,secondary,yes,employed,no,single,jul,-1,unknown,0,no
56,353,2,cellular,25,no,171,unknown,no,employed,yes,married,jul,-1,unknown,0,no
51,-15,2,cellular,25,no,212,tertiary,no,employed,no,married,jul,-1,unknown,0,no
30,179,2,cellular,25,no,111,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
39,2,10,cellular,25,no,174,secondary,yes,employed,no,married,jul,-1,unknown,0,no
37,2642,3,cellular,25,no,591,tertiary,yes,employed,no,single,jul,-1,unknown,0,no
25,156,5,cellular,25,no,602,secondary,yes,employed,yes,single,jul,-1,unknown,0,no
43,11532,1,telephone,25,no,58,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
49,566,2,cellular,25,no,979,primary,yes,employed,no,single,jul,-1,unknown,0,yes
27,0,2,cellular,25,no,190,secondary,yes,employed,yes,married,jul,-1,unknown,0,no
39,13930,2,cellular,25,no,337,primary,yes,employed,no,married,jul,-1,unknown,0,no
28,799,1,cellular,25,no,295,secondary,yes,employed,no,single,jul,-1,unknown,0,no
53,343,5,cellular,25,no,616,primary,yes,employed,no,married,jul,-1,unknown,0,yes
27,137,1,cellular,25,no,359,secondary,no,employed,yes,single,jul,-1,unknown,0,no
37,4039,2,cellular,25,no,106,tertiary,no,employed,yes,married,jul,-1,unknown,0,no
30,5074,2,cellular,25,no,153,tertiary,yes,employed,no,single,jul,-1,unknown,0,no
32,26,1,cellular,25,no,110,secondary,no,employed,yes,single,jul,-1,unknown,0,no
29,-62,1,cellular,25,no,126,tertiary,yes,employed,yes,married,jul,-1,unknown,0,no
25,-282,1,cellular,25,no,198,secondary,yes,employed,yes,married,jul,-1,unknown,0,no
35,2471,5,cellular,25,no,136,secondary,yes,employed,yes,single,jul,-1,unknown,0,no
32,-49,8,cellular,25,yes,173,secondary,yes,employed,no,married,jul,-1,unknown,0,no
35,11,1,cellular,25,no,294,secondary,yes,employed,no,single,jul,-1,unknown,0,no
50,556,1,cellular,25,no,305,secondary,yes,employed,no,divorced,jul,-1,unknown,0,no
32,3107,1,cellular,25,no,310,tertiary,yes,employed,yes,married,jul,-1,unknown,0,no
26,941,1,cellular,25,no,784,secondary,no,employed,yes,single,jul,-1,unknown,0,yes
51,1080,1,cellular,25,no,110,primary,no,employed,yes,married,jul,-1,unknown,0,no
27,140,1,cellular,25,no,361,primary,yes,employed,yes,single,jul,-1,unknown,0,no
37,775,1,cellular,25,no,1000,secondary,no,employed,yes,married,jul,-1,unknown,0,yes
34,1759,1,cellular,25,no,695,secondary,no,employed,yes,single,jul,-1,unknown,0,yes
34,2,11,cellular,25,no,137,secondary,yes,employed,no,married,jul,-1,unknown,0,no
26,254,1,cellular,25,yes,335,secondary,yes,employed,yes,married,jul,-1,unknown,0,no
30,3,1,cellular,25,no,51,secondary,yes,employed,no,single,jul,-1,unknown,0,no
33,82,1,cellular,25,no,735,secondary,yes,employed,no,married,jul,-1,unknown,0,yes
50,59,5,cellular,25,no,57,secondary,yes,employed,no,married,jul,-1,unknown,0,no
57,1681,1,cellular,25,no,159,tertiary,no,employed,no,married,jul,-1,unknown,0,no
57,-525,1,cellular,25,yes,337,secondary,no,employed,yes,married,jul,-1,unknown,0,no
38,0,1,cellular,25,yes,267,primary,no,employed,no,married,jul,-1,unknown,0,no
27,41,1,cellular,25,no,803,secondary,yes,employed,yes,single,jul,-1,unknown,0,no
27,3485,2,cellular,25,no,282,secondary,no,employed,yes,single,jul,-1,unknown,0,no
25,368,1,telephone,25,no,168,secondary,no,employed,no,single,jul,-1,unknown,0,no
46,502,2,cellular,25,no,18,tertiary,no,employed,no,single,jul,-1,unknown,0,no
44,237,1,cellular,25,no,54,primary,yes,employed,no,single,jul,-1,unknown,0,no
30,4696,1,cellular,25,no,172,tertiary,yes,unemployed,no,married,jul,-1,unknown,0,no
34,568,1,cellular,25,no,256,unknown,yes,employed,no,married,jul,-1,unknown,0,no
39,355,1,cellular,25,no,132,secondary,no,employed,no,married,jul,-1,unknown,0,no
30,297,1,cellular,25,no,218,secondary,yes,employed,no,single,jul,-1,unknown,0,no
31,-723,2,cellular,25,no,112,secondary,yes,employed,no,married,jul,-1,unknown,0,no
35,1723,1,cellular,25,no,862,tertiary,yes,employed,no,divorced,jul,-1,unknown,0,yes
30,3195,1,cellular,25,no,134,primary,yes,employed,yes,single,jul,-1,unknown,0,no
31,430,16,cellular,25,no,137,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
29,162,1,cellular,25,no,324,tertiary,no,employed,yes,single,jul,-1,unknown,0,no
47,-488,5,cellular,25,no,65,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
30,-635,1,cellular,25,no,250,secondary,no,employed,no,single,jul,-1,unknown,0,no
53,5261,3,cellular,25,no,1209,tertiary,no,employed,yes,married,jul,-1,unknown,0,no
29,5698,1,cellular,25,no,198,tertiary,no,employed,no,married,jul,-1,unknown,0,no
50,-454,1,telephone,25,no,241,primary,yes,employed,no,married,jul,-1,unknown,0,no
51,74,2,cellular,25,no,79,secondary,yes,employed,no,divorced,jul,-1,unknown,0,no
42,5,2,cellular,25,no,112,primary,yes,employed,no,married,jul,-1,unknown,0,no
35,0,4,cellular,25,no,86,tertiary,yes,employed,yes,married,jul,-1,unknown,0,no
30,-280,2,cellular,25,no,246,secondary,yes,employed,no,married,jul,-1,unknown,0,no
32,176,1,cellular,25,no,50,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
58,144,2,cellular,25,no,71,secondary,no,employed,yes,married,jul,-1,unknown,0,no
30,60,2,cellular,25,no,61,secondary,no,employed,yes,married,jul,-1,unknown,0,no
28,1466,1,cellular,25,no,40,tertiary,yes,employed,no,single,jul,-1,unknown,0,no
27,1,1,cellular,25,no,73,tertiary,no,unemployed,no,single,jul,-1,unknown,0,no
42,3841,2,cellular,25,no,720,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
26,233,1,cellular,25,no,175,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
55,554,1,cellular,25,no,234,unknown,no,unemployed,yes,married,jul,-1,unknown,0,no
35,48,1,cellular,25,no,226,tertiary,yes,employed,yes,single,jul,-1,unknown,0,no
45,634,1,cellular,25,no,227,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
49,-54,1,cellular,25,no,214,secondary,yes,employed,yes,divorced,jul,-1,unknown,0,no
36,142,1,cellular,25,no,571,tertiary,yes,employed,no,single,jul,-1,unknown,0,no
41,2959,1,telephone,25,no,110,secondary,yes,employed,no,married,jul,-1,unknown,0,no
25,59,1,cellular,25,no,246,secondary,yes,employed,no,married,jul,-1,unknown,0,no
33,91,3,cellular,25,no,113,primary,no,employed,yes,married,jul,-1,unknown,0,no
31,10122,1,cellular,25,no,63,tertiary,yes,employed,no,single,jul,-1,unknown,0,no
43,57,5,cellular,25,no,188,secondary,yes,employed,no,married,jul,-1,unknown,0,no
31,395,3,cellular,25,no,174,secondary,no,employed,no,married,jul,-1,unknown,0,no
45,766,15,telephone,25,no,59,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
45,79,1,cellular,25,no,98,secondary,yes,employed,no,married,jul,-1,unknown,0,no
41,0,2,telephone,25,no,286,secondary,no,employed,no,single,jul,-1,unknown,0,no
54,95,1,cellular,25,no,302,primary,no,employed,no,married,jul,-1,unknown,0,no
34,765,1,cellular,25,no,238,secondary,no,employed,no,married,jul,-1,unknown,0,no
25,2,2,cellular,25,no,102,secondary,yes,employed,no,married,jul,-1,unknown,0,no
46,0,1,cellular,25,no,49,unknown,yes,employed,no,married,jul,-1,unknown,0,no
36,191,7,cellular,25,no,18,secondary,yes,employed,no,single,jul,-1,unknown,0,no
47,830,1,cellular,25,no,795,primary,no,employed,yes,married,jul,-1,unknown,0,no
51,1495,4,telephone,25,no,1946,primary,no,unemployed,no,married,jul,-1,unknown,0,yes
38,294,2,cellular,25,no,172,secondary,no,employed,yes,single,jul,-1,unknown,0,no
40,0,1,cellular,25,no,560,secondary,yes,employed,no,married,jul,-1,unknown,0,no
53,1364,1,cellular,25,no,77,secondary,no,employed,no,married,jul,-1,unknown,0,no
32,380,2,cellular,25,no,48,primary,no,employed,no,divorced,jul,-1,unknown,0,no
59,-182,1,cellular,25,no,153,primary,no,unemployed,yes,married,jul,-1,unknown,0,no
29,410,2,telephone,25,no,297,primary,no,employed,yes,married,jul,-1,unknown,0,no
48,103,1,cellular,25,no,135,tertiary,no,employed,yes,divorced,jul,-1,unknown,0,no
48,622,1,cellular,25,no,95,secondary,yes,employed,no,married,jul,-1,unknown,0,no
53,559,1,telephone,25,no,182,secondary,yes,employed,no,married,jul,-1,unknown,0,no
35,305,2,cellular,25,no,168,primary,yes,employed,no,married,jul,-1,unknown,0,no
36,147,1,cellular,25,no,1269,tertiary,yes,employed,yes,married,jul,-1,unknown,0,no
52,5423,1,cellular,25,no,102,secondary,no,unemployed,yes,married,jul,-1,unknown,0,no
58,992,1,cellular,25,no,46,secondary,no,unemployed,no,married,jul,-1,unknown,0,no
34,675,2,cellular,25,no,81,secondary,no,employed,no,divorced,jul,-1,unknown,0,no
39,1492,1,cellular,25,no,1106,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
30,-242,2,cellular,25,no,124,primary,no,employed,yes,divorced,jul,-1,unknown,0,no
54,2079,1,cellular,25,no,217,tertiary,no,employed,yes,divorced,jul,-1,unknown,0,no
29,9,8,cellular,25,no,236,secondary,yes,employed,no,married,jul,-1,unknown,0,no
54,3294,5,cellular,25,no,132,tertiary,yes,employed,no,single,jul,-1,unknown,0,no
37,287,2,cellular,25,no,94,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
47,-116,3,cellular,25,no,160,secondary,no,employed,yes,divorced,jul,-1,unknown,0,no
37,589,2,cellular,25,no,335,secondary,yes,employed,no,married,jul,-1,unknown,0,no
46,-220,1,cellular,25,no,203,secondary,yes,employed,no,married,jul,-1,unknown,0,no
42,0,2,cellular,25,no,184,secondary,yes,employed,no,married,jul,-1,unknown,0,no
47,2793,4,telephone,25,no,102,primary,yes,employed,no,married,jul,-1,unknown,0,no
32,1259,2,cellular,25,no,184,secondary,no,employed,no,single,jul,-1,unknown,0,no
30,71,2,cellular,25,no,800,tertiary,yes,employed,no,married,jul,-1,unknown,0,no
40,0,2,cellular,25,no,96,secondary,no,employed,no,married,jul,-1,unknown,0,no
27,139,3,cellular,25,no,165,secondary,no,employed,no,single,jul,-1,unknown,0,no
36,1412,1,cellular,25,no,226,secondary,yes,employed,yes,married,jul,-1,unknown,0,no
40,205,1,cellular,25,no,357,tertiary,no,employed,no,divorced,jul,-1,unknown,0,no
33,-319,1,cellular,25,yes,142,secondary,yes,employed,no,married,jul,-1,unknown,0,no
46,802,1,telephone,25,no,417,unknown,yes,employed,no,married,jul,-1,unknown,0,no
37,652,2,cellular,25,no,177,secondary,no,employed,no,divorced,jul,-1,unknown,0,no
32,0,1,cellular,25,no,209,secondary,no,employed,no,married,jul,-1,unknown,0,no
